ActorID,sentence,emotion,intensity,path
1054,TIE,angry,XX,AudioWAV/1054_TIE_ANG_XX.wav
1080,IWL,fear,XX,AudioWAV/1080_IWL_FEA_XX.wav
1074,TSI,disgust,XX,AudioWAV/1074_TSI_DIS_XX.wav
1045,TAI,disgust,XX,AudioWAV/1045_TAI_DIS_XX.wav
1008,MTI,neutral,XX,AudioWAV/1008_MTI_NEU_XX.wav
1087,IWL,sad,XX,AudioWAV/1087_IWL_SAD_XX.wav
1043,IEO,disgust,HI,AudioWAV/1043_IEO_DIS_HI.wav
1056,IEO,disgust,HI,AudioWAV/1056_IEO_DIS_HI.wav
1052,IEO,disgust,MD,AudioWAV/1052_IEO_DIS_MD.wav
1047,IEO,disgust,MD,AudioWAV/1047_IEO_DIS_MD.wav
1006,IWL,disgust,XX,AudioWAV/1006_IWL_DIS_XX.wav
1013,IWL,disgust,XX,AudioWAV/1013_IWL_DIS_XX.wav
1019,MTI,happy,XX,AudioWAV/1019_MTI_HAP_XX.wav
1080,TSI,angry,XX,AudioWAV/1080_TSI_ANG_XX.wav
1078,IOM,angry,XX,AudioWAV/1078_IOM_ANG_XX.wav
1029,ITS,disgust,XX,AudioWAV/1029_ITS_DIS_XX.wav
1037,MTI,sad,XX,AudioWAV/1037_MTI_SAD_XX.wav
1025,MTI,fear,XX,AudioWAV/1025_MTI_FEA_XX.wav
1030,MTI,fear,XX,AudioWAV/1030_MTI_FEA_XX.wav
1065,IOM,angry,XX,AudioWAV/1065_IOM_ANG_XX.wav
1088,TSI,angry,XX,AudioWAV/1088_TSI_ANG_XX.wav
1070,IOM,angry,XX,AudioWAV/1070_IOM_ANG_XX.wav
1027,IOM,neutral,XX,AudioWAV/1027_IOM_NEU_XX.wav
1032,IOM,neutral,XX,AudioWAV/1032_IOM_NEU_XX.wav
1034,ITS,disgust,XX,AudioWAV/1034_ITS_DIS_XX.wav
1084,IOM,disgust,XX,AudioWAV/1084_IOM_DIS_XX.wav
1069,TSI,disgust,XX,AudioWAV/1069_TSI_DIS_XX.wav
1091,IOM,disgust,XX,AudioWAV/1091_IOM_DIS_XX.wav
1082,ITS,neutral,XX,AudioWAV/1082_ITS_NEU_XX.wav
1088,IWL,fear,XX,AudioWAV/1088_IWL_FEA_XX.wav
1058,TAI,disgust,XX,AudioWAV/1058_TAI_DIS_XX.wav
1005,IOM,sad,XX,AudioWAV/1005_IOM_SAD_XX.wav
1015,MTI,neutral,XX,AudioWAV/1015_MTI_NEU_XX.wav
1042,MTI,angry,XX,AudioWAV/1042_MTI_ANG_XX.wav
1023,IOM,happy,XX,AudioWAV/1023_IOM_HAP_XX.wav
1017,IOM,fear,XX,AudioWAV/1017_IOM_FEA_XX.wav
1029,IEO,neutral,XX,AudioWAV/1029_IEO_NEU_XX.wav
1088,IEO,angry,LO,AudioWAV/1088_IEO_ANG_LO.wav
1075,IWW,angry,XX,AudioWAV/1075_IWW_ANG_XX.wav
1060,IWW,angry,XX,AudioWAV/1060_IWW_ANG_XX.wav
1037,IWW,neutral,XX,AudioWAV/1037_IWW_NEU_XX.wav
1009,ITH,happy,XX,AudioWAV/1009_ITH_HAP_XX.wav
1015,IWW,sad,XX,AudioWAV/1015_IWW_SAD_XX.wav
1081,IWW,disgust,XX,AudioWAV/1081_IWW_DIS_XX.wav
1029,TIE,sad,XX,AudioWAV/1029_TIE_SAD_XX.wav
1012,IWW,fear,XX,AudioWAV/1012_IWW_FEA_XX.wav
1007,IWW,fear,XX,AudioWAV/1007_IWW_FEA_XX.wav
1069,IEO,disgust,LO,AudioWAV/1069_IEO_DIS_LO.wav
1015,WSI,neutral,XX,AudioWAV/1015_WSI_NEU_XX.wav
1087,ITH,happy,XX,AudioWAV/1087_ITH_HAP_XX.wav
1042,WSI,angry,XX,AudioWAV/1042_WSI_ANG_XX.wav
1037,DFA,sad,XX,AudioWAV/1037_DFA_SAD_XX.wav
1090,TIE,neutral,XX,AudioWAV/1090_TIE_NEU_XX.wav
1035,ITH,disgust,XX,AudioWAV/1035_ITH_DIS_XX.wav
1020,ITH,disgust,XX,AudioWAV/1020_ITH_DIS_XX.wav
1025,DFA,fear,XX,AudioWAV/1025_DFA_FEA_XX.wav
1013,IEO,angry,LO,AudioWAV/1013_IEO_ANG_LO.wav
1006,IEO,angry,LO,AudioWAV/1006_IEO_ANG_LO.wav
1030,DFA,fear,XX,AudioWAV/1030_DFA_FEA_XX.wav
1083,ITH,neutral,XX,AudioWAV/1083_ITH_NEU_XX.wav
1089,IWW,fear,XX,AudioWAV/1089_IWW_FEA_XX.wav
1030,WSI,fear,XX,AudioWAV/1030_WSI_FEA_XX.wav
1025,WSI,fear,XX,AudioWAV/1025_WSI_FEA_XX.wav
1081,TIE,happy,XX,AudioWAV/1081_TIE_HAP_XX.wav
1066,IEO,sad,LO,AudioWAV/1066_IEO_SAD_LO.wav
1037,WSI,sad,XX,AudioWAV/1037_WSI_SAD_XX.wav
1055,IEO,happy,LO,AudioWAV/1055_IEO_HAP_LO.wav
1042,DFA,angry,XX,AudioWAV/1042_DFA_ANG_XX.wav
1074,IEO,fear,LO,AudioWAV/1074_IEO_FEA_LO.wav
1015,DFA,neutral,XX,AudioWAV/1015_DFA_NEU_XX.wav
1037,TAI,angry,XX,AudioWAV/1037_TAI_ANG_XX.wav
1060,TAI,neutral,XX,AudioWAV/1060_TAI_NEU_XX.wav
1075,TAI,neutral,XX,AudioWAV/1075_TAI_NEU_XX.wav
1013,TSI,angry,XX,AudioWAV/1013_TSI_ANG_XX.wav
1006,TSI,angry,XX,AudioWAV/1006_TSI_ANG_XX.wav
1008,ITS,happy,XX,AudioWAV/1008_ITS_HAP_XX.wav
1023,IWL,neutral,XX,AudioWAV/1023_IWL_NEU_XX.wav
1029,ITS,fear,XX,AudioWAV/1029_ITS_FEA_XX.wav
1074,IWL,angry,XX,AudioWAV/1074_IWL_ANG_XX.wav
1020,IEO,angry,MD,AudioWAV/1020_IEO_ANG_MD.wav
1035,IEO,angry,MD,AudioWAV/1035_IEO_ANG_MD.wav
1031,IEO,angry,HI,AudioWAV/1031_IEO_ANG_HI.wav
1024,IEO,angry,HI,AudioWAV/1024_IEO_ANG_HI.wav
1045,TAI,fear,XX,AudioWAV/1045_TAI_FEA_XX.wav
1014,IWL,sad,XX,AudioWAV/1014_IWL_SAD_XX.wav
1055,IEO,sad,MD,AudioWAV/1055_IEO_SAD_MD.wav
1071,TAI,happy,XX,AudioWAV/1071_TAI_HAP_XX.wav
1074,TSI,fear,XX,AudioWAV/1074_TSI_FEA_XX.wav
1055,TSI,happy,XX,AudioWAV/1055_TSI_HAP_XX.wav
1080,IWL,disgust,XX,AudioWAV/1080_IWL_DIS_XX.wav
1066,IEO,happy,MD,AudioWAV/1066_IEO_HAP_MD.wav
1013,IWL,fear,XX,AudioWAV/1013_IWL_FEA_XX.wav
1019,ITS,neutral,XX,AudioWAV/1019_ITS_NEU_XX.wav
1042,TAI,sad,XX,AudioWAV/1042_TAI_SAD_XX.wav
1006,IWL,fear,XX,AudioWAV/1006_IWL_FEA_XX.wav
1032,IWL,happy,XX,AudioWAV/1032_IWL_HAP_XX.wav
1047,IEO,fear,MD,AudioWAV/1047_IEO_FEA_MD.wav
1052,IEO,fear,MD,AudioWAV/1052_IEO_FEA_MD.wav
1027,IWL,happy,XX,AudioWAV/1027_IWL_HAP_XX.wav
1077,IEO,happy,HI,AudioWAV/1077_IEO_HAP_HI.wav
1066,TSI,sad,XX,AudioWAV/1066_TSI_SAD_XX.wav
1062,IEO,happy,HI,AudioWAV/1062_IEO_HAP_HI.wav
1056,IEO,fear,HI,AudioWAV/1056_IEO_FEA_HI.wav
1043,IEO,fear,HI,AudioWAV/1043_IEO_FEA_HI.wav
1060,MTI,happy,XX,AudioWAV/1060_MTI_HAP_XX.wav
1075,MTI,happy,XX,AudioWAV/1075_MTI_HAP_XX.wav
1054,MTI,fear,XX,AudioWAV/1054_MTI_FEA_XX.wav
1014,IOM,angry,XX,AudioWAV/1014_IOM_ANG_XX.wav
1045,ITS,disgust,XX,AudioWAV/1045_ITS_DIS_XX.wav
1043,IOM,neutral,XX,AudioWAV/1043_IOM_NEU_XX.wav
1056,IOM,neutral,XX,AudioWAV/1056_IOM_NEU_XX.wav
1046,MTI,sad,XX,AudioWAV/1046_MTI_SAD_XX.wav
1071,MTI,neutral,XX,AudioWAV/1071_MTI_NEU_XX.wav
1066,IOM,fear,XX,AudioWAV/1066_IOM_FEA_XX.wav
1047,IOM,happy,XX,AudioWAV/1047_IOM_HAP_XX.wav
1052,IOM,happy,XX,AudioWAV/1052_IOM_HAP_XX.wav
1074,IOM,sad,XX,AudioWAV/1074_IOM_SAD_XX.wav
1088,IEO,happy,HI,AudioWAV/1088_IEO_HAP_HI.wav
1029,TAI,disgust,XX,AudioWAV/1029_TAI_DIS_XX.wav
1078,ITH,happy,XX,AudioWAV/1078_ITH_HAP_XX.wav
1059,ITH,fear,XX,AudioWAV/1059_ITH_FEA_XX.wav
1046,IWW,neutral,XX,AudioWAV/1046_IWW_NEU_XX.wav
1058,IEO,neutral,XX,AudioWAV/1058_IEO_NEU_XX.wav
1063,IWW,fear,XX,AudioWAV/1063_IWW_FEA_XX.wav
1069,ITH,neutral,XX,AudioWAV/1069_ITH_NEU_XX.wav
1042,IWW,happy,XX,AudioWAV/1042_IWW_HAP_XX.wav
1071,IWW,sad,XX,AudioWAV/1071_IWW_SAD_XX.wav
1058,TIE,sad,XX,AudioWAV/1058_TIE_SAD_XX.wav
1077,IEO,angry,LO,AudioWAV/1077_IEO_ANG_LO.wav
1054,DFA,fear,XX,AudioWAV/1054_DFA_FEA_XX.wav
1062,IEO,angry,LO,AudioWAV/1062_IEO_ANG_LO.wav
1060,DFA,happy,XX,AudioWAV/1060_DFA_HAP_XX.wav
1075,DFA,happy,XX,AudioWAV/1075_DFA_HAP_XX.wav
1071,WSI,neutral,XX,AudioWAV/1071_WSI_NEU_XX.wav
1046,DFA,sad,XX,AudioWAV/1046_DFA_SAD_XX.wav
1042,TIE,disgust,XX,AudioWAV/1042_TIE_DIS_XX.wav
1046,WSI,sad,XX,AudioWAV/1046_WSI_SAD_XX.wav
1005,IEO,fear,LO,AudioWAV/1005_IEO_FEA_LO.wav
1031,IEO,happy,LO,AudioWAV/1031_IEO_HAP_LO.wav
1024,IEO,happy,LO,AudioWAV/1024_IEO_HAP_LO.wav
1071,DFA,neutral,XX,AudioWAV/1071_DFA_NEU_XX.wav
1083,IEO,disgust,LO,AudioWAV/1083_IEO_DIS_LO.wav
1054,WSI,fear,XX,AudioWAV/1054_WSI_FEA_XX.wav
1075,WSI,happy,XX,AudioWAV/1075_WSI_HAP_XX.wav
1060,WSI,happy,XX,AudioWAV/1060_WSI_HAP_XX.wav
1017,IEO,sad,LO,AudioWAV/1017_IEO_SAD_LO.wav
1052,IWL,neutral,XX,AudioWAV/1052_IWL_NEU_XX.wav
1058,ITS,fear,XX,AudioWAV/1058_ITS_FEA_XX.wav
1047,IWL,neutral,XX,AudioWAV/1047_IWL_NEU_XX.wav
1079,ITS,happy,XX,AudioWAV/1079_ITS_HAP_XX.wav
1005,IWL,angry,XX,AudioWAV/1005_IWL_ANG_XX.wav
1055,IEO,angry,HI,AudioWAV/1055_IEO_ANG_HI.wav
1046,TAI,angry,XX,AudioWAV/1046_TAI_ANG_XX.wav
1035,TSI,neutral,XX,AudioWAV/1035_TSI_NEU_XX.wav
1020,TSI,neutral,XX,AudioWAV/1020_TSI_NEU_XX.wav
1077,TSI,angry,XX,AudioWAV/1077_TSI_ANG_XX.wav
1062,TSI,angry,XX,AudioWAV/1062_TSI_ANG_XX.wav
1056,IWL,happy,XX,AudioWAV/1056_IWL_HAP_XX.wav
1023,IEO,fear,MD,AudioWAV/1023_IEO_FEA_MD.wav
1083,TSI,disgust,XX,AudioWAV/1083_TSI_DIS_XX.wav
1043,IWL,happy,XX,AudioWAV/1043_IWL_HAP_XX.wav
1077,IWL,fear,XX,AudioWAV/1077_IWL_FEA_XX.wav
1062,IWL,fear,XX,AudioWAV/1062_IWL_FEA_XX.wav
1068,ITS,neutral,XX,AudioWAV/1068_ITS_NEU_XX.wav
1017,IEO,happy,MD,AudioWAV/1017_IEO_HAP_MD.wav
1032,IEO,fear,HI,AudioWAV/1032_IEO_FEA_HI.wav
1027,IEO,fear,HI,AudioWAV/1027_IEO_FEA_HI.wav
1013,IEO,happy,HI,AudioWAV/1013_IEO_HAP_HI.wav
1017,TSI,sad,XX,AudioWAV/1017_TSI_SAD_XX.wav
1006,IEO,happy,HI,AudioWAV/1006_IEO_HAP_HI.wav
1024,IEO,sad,MD,AudioWAV/1024_IEO_SAD_MD.wav
1031,IEO,sad,MD,AudioWAV/1031_IEO_SAD_MD.wav
1015,TAI,happy,XX,AudioWAV/1015_TAI_HAP_XX.wav
1070,IWL,sad,XX,AudioWAV/1070_IWL_SAD_XX.wav
1034,TAI,fear,XX,AudioWAV/1034_TAI_FEA_XX.wav
1065,IWL,sad,XX,AudioWAV/1065_IWL_SAD_XX.wav
1031,TSI,happy,XX,AudioWAV/1031_TSI_HAP_XX.wav
1035,IEO,sad,HI,AudioWAV/1035_IEO_SAD_HI.wav
1020,IEO,sad,HI,AudioWAV/1020_IEO_SAD_HI.wav
1024,TSI,happy,XX,AudioWAV/1024_TSI_HAP_XX.wav
1005,TSI,fear,XX,AudioWAV/1005_TSI_FEA_XX.wav
1091,IWL,angry,XX,AudioWAV/1091_IWL_ANG_XX.wav
1084,IWL,angry,XX,AudioWAV/1084_IWL_ANG_XX.wav
1059,IOM,neutral,XX,AudioWAV/1059_IOM_NEU_XX.wav
1090,TAI,neutral,XX,AudioWAV/1090_TAI_NEU_XX.wav
1087,IEO,happy,HI,AudioWAV/1087_IEO_HAP_HI.wav
1083,TSI,sad,XX,AudioWAV/1083_TSI_SAD_XX.wav
1083,IEO,happy,MD,AudioWAV/1083_IEO_HAP_MD.wav
1017,TSI,disgust,XX,AudioWAV/1017_TSI_DIS_XX.wav
1091,TSI,fear,XX,AudioWAV/1091_TSI_FEA_XX.wav
1024,IEO,disgust,MD,AudioWAV/1024_IEO_DIS_MD.wav
1069,IOM,fear,XX,AudioWAV/1069_IOM_FEA_XX.wav
1084,TSI,fear,XX,AudioWAV/1084_TSI_FEA_XX.wav
1031,IEO,disgust,MD,AudioWAV/1031_IEO_DIS_MD.wav
1048,IOM,happy,XX,AudioWAV/1048_IOM_HAP_XX.wav
1070,IWL,disgust,XX,AudioWAV/1070_IWL_DIS_XX.wav
1065,IWL,disgust,XX,AudioWAV/1065_IWL_DIS_XX.wav
1035,IEO,disgust,HI,AudioWAV/1035_IEO_DIS_HI.wav
1020,IEO,disgust,HI,AudioWAV/1020_IEO_DIS_HI.wav
1029,MTI,angry,XX,AudioWAV/1029_MTI_ANG_XX.wav
1081,TAI,happy,XX,AudioWAV/1081_TAI_HAP_XX.wav
1042,IEO,neutral,XX,AudioWAV/1042_IEO_NEU_XX.wav
1060,TIE,neutral,XX,AudioWAV/1060_TIE_NEU_XX.wav
1075,TIE,neutral,XX,AudioWAV/1075_TIE_NEU_XX.wav
1037,TIE,angry,XX,AudioWAV/1037_TIE_ANG_XX.wav
1077,ITH,happy,XX,AudioWAV/1077_ITH_HAP_XX.wav
1046,DFA,disgust,XX,AudioWAV/1046_DFA_DIS_XX.wav
1062,ITH,happy,XX,AudioWAV/1062_ITH_HAP_XX.wav
1056,ITH,fear,XX,AudioWAV/1056_ITH_FEA_XX.wav
1043,ITH,fear,XX,AudioWAV/1043_ITH_FEA_XX.wav
1042,TIE,sad,XX,AudioWAV/1042_TIE_SAD_XX.wav
1046,WSI,disgust,XX,AudioWAV/1046_WSI_DIS_XX.wav
1091,IEO,fear,LO,AudioWAV/1091_IEO_FEA_LO.wav
1084,IEO,fear,LO,AudioWAV/1084_IEO_FEA_LO.wav
1083,IEO,sad,LO,AudioWAV/1083_IEO_SAD_LO.wav
1045,TIE,fear,XX,AudioWAV/1045_TIE_FEA_XX.wav
1071,TIE,happy,XX,AudioWAV/1071_TIE_HAP_XX.wav
1079,IWW,fear,XX,AudioWAV/1079_IWW_FEA_XX.wav
1066,ITH,neutral,XX,AudioWAV/1066_ITH_NEU_XX.wav
1058,IWW,happy,XX,AudioWAV/1058_IWW_HAP_XX.wav
1017,IEO,disgust,LO,AudioWAV/1017_IEO_DIS_LO.wav
1031,ITH,angry,XX,AudioWAV/1031_ITH_ANG_XX.wav
1024,ITH,angry,XX,AudioWAV/1024_ITH_ANG_XX.wav
1029,WSI,angry,XX,AudioWAV/1029_WSI_ANG_XX.wav
1090,IWW,angry,XX,AudioWAV/1090_IWW_ANG_XX.wav
1078,IEO,angry,LO,AudioWAV/1078_IEO_ANG_LO.wav
1029,DFA,angry,XX,AudioWAV/1029_DFA_ANG_XX.wav
1071,IWW,disgust,XX,AudioWAV/1071_IWW_DIS_XX.wav
1058,TIE,disgust,XX,AudioWAV/1058_TIE_DIS_XX.wav
1078,TSI,angry,XX,AudioWAV/1078_TSI_ANG_XX.wav
1080,IOM,angry,XX,AudioWAV/1080_IOM_ANG_XX.wav
1045,ITS,sad,XX,AudioWAV/1045_ITS_SAD_XX.wav
1046,MTI,disgust,XX,AudioWAV/1046_MTI_DIS_XX.wav
1048,IWL,neutral,XX,AudioWAV/1048_IWL_NEU_XX.wav
1042,ITS,fear,XX,AudioWAV/1042_ITS_FEA_XX.wav
1063,ITS,happy,XX,AudioWAV/1063_ITS_HAP_XX.wav
1009,IEO,happy,HI,AudioWAV/1009_IEO_HAP_HI.wav
1030,ITS,angry,XX,AudioWAV/1030_ITS_ANG_XX.wav
1025,ITS,angry,XX,AudioWAV/1025_ITS_ANG_XX.wav
1059,IWL,happy,XX,AudioWAV/1059_IWL_HAP_XX.wav
1074,IOM,disgust,XX,AudioWAV/1074_IOM_DIS_XX.wav
1039,IEO,fear,MD,AudioWAV/1039_IEO_FEA_MD.wav
1078,IWL,fear,XX,AudioWAV/1078_IWL_FEA_XX.wav
1029,TAI,sad,XX,AudioWAV/1029_TAI_SAD_XX.wav
1072,ITS,neutral,XX,AudioWAV/1072_ITS_NEU_XX.wav
1087,TSI,angry,XX,AudioWAV/1087_TSI_ANG_XX.wav
1089,ITS,happy,XX,AudioWAV/1089_ITS_HAP_XX.wav
1014,IWL,disgust,XX,AudioWAV/1014_IWL_DIS_XX.wav
1039,IOM,happy,XX,AudioWAV/1039_IOM_HAP_XX.wav
1055,IEO,disgust,MD,AudioWAV/1055_IEO_DIS_MD.wav
1058,MTI,angry,XX,AudioWAV/1058_MTI_ANG_XX.wav
1080,IWL,sad,XX,AudioWAV/1080_IWL_SAD_XX.wav
