,Unnamed: 0,ActorID,Emotion,Path,arousal,valence,dominance,Gender,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,path,emotion_label
162,256,5,Angry,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-01-01-03-03-05.wav,0.13175805,0.2340013,0.13181067,Male,30.01562,0.1600777,24.46189,30.807627,34.32065,9.858759,34.41532,11.041584,29.558441,22.224354,0.59246695,1.5187654,0.014552511,0.015323038,1.33095,1.3163975,14.258996,7.9845095,17.235435,8.254141,0.35877916,1.9216288,18.472126,0.9494408,-1.4642174,-10.647597,11.845833,0.92967284,-4.3634315,-3.906634,0.023401977,1.3281151,1.1615235,0.691338,5.949708,0.5740055,4.371376,2.2842658,16.791994,0.4623453,470.62863,0.34537655,1201.8132,0.19810006,-127.918594,-0.73774624,1464.1085,0.1481938,882.28564,0.48877865,-123.88697,-0.74399954,2531.5918,0.07378089,841.2874,0.45414475,-125.726654,-0.71408474,-9.929586,-0.56256455,19.683134,0.42039105,0.06515686,0.75121063,-0.022465507,-0.5212299,0.883037,0.95666206,36.915146,0.34615254,-14.810083,-1.1399401,18.696056,0.6612189,-21.378891,-0.68869025,-6.457113,14.641068,0.0021664684,0.0026930803,0.0029497466,1.9851118,0.5025126,0.805,0.385,1.155,0.035,-25.911886,/content/BanglaSER/Actor 05/03-01-01-01-03-03-05.wav,0
163,257,5,Sad,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-03-02-01-01-05.wav,0.3037201,0.3951776,0.14383692,Male,37.974133,0.088182345,34.948486,39.30821,40.690845,5.742359,182.03674,161.41165,22.082268,33.956825,1.216358,1.7710936,0.029218847,0.03129737,2.6842403,2.6550214,50.277477,29.290022,72.37338,31.23212,1.2236134,2.0989032,17.55449,0.38373718,-4.41441,-2.9547684,5.6140833,1.7679468,-4.453861,-3.0385993,0.02433184,1.0553334,1.7544742,0.8441551,4.9611206,1.1590946,10.488212,0.8747188,12.131882,0.6731405,616.6055,0.572067,1058.7704,0.28857774,-166.43884,-0.43967146,1664.0886,0.20832452,646.6603,0.542376,-141.40634,-0.6220296,2716.705,0.13289581,676.98517,0.43225244,-141.45491,-0.6213565,-3.5583062,-1.3564979,13.22814,0.7025269,0.08250852,0.4315103,-0.014957213,-0.8120242,4.019568,0.8077972,16.604486,0.7225646,-19.905302,-0.68856347,4.3152933,3.7797494,-21.825031,-0.5427284,-8.216962,15.224014,0.12147049,-0.00393007,0.007834352,2.21519,0.3236246,0.96,0.0,1.05,0.03,-17.610195,/content/BanglaSER/Actor 05/03-01-03-02-01-01-05.wav,5
164,260,5,Sad,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-03-02-03-01-05.wav,0.31455123,0.39845675,0.3006453,Male,36.833664,0.15849806,31.403036,39.557487,42.05569,10.652655,114.487366,41.581642,181.22156,138.96756,1.1865479,1.7194058,0.033546776,0.036009997,2.9657483,2.9322016,42.672676,27.545488,51.905384,19.449871,1.2087116,1.8562118,17.237837,0.36174363,-2.3300602,-3.4420667,6.0957017,2.2641494,-10.985959,-1.7716515,0.036077842,2.1653628,1.0554818,0.6752109,5.953793,0.96318525,9.133666,0.9387021,16.567862,0.56698924,533.03625,0.47895664,1108.529,0.21122058,-162.20776,-0.48103973,1554.6263,0.19202705,844.5175,0.600804,-139.58105,-0.6314639,2703.3254,0.07198739,664.2426,0.5013442,-140.29091,-0.62055707,-6.740435,-0.8910121,15.17519,0.5463954,0.08690616,0.3910791,-0.023140067,-0.5179316,3.78309,0.6551908,17.492292,0.6003026,-9.053898,-1.1796091,2.6389217,8.86698,-36.525303,-0.39396897,-7.243486,15.379471,0.12129225,-0.0025090254,0.011698872,1.904762,0.64516133,0.48999998,0.26,1.03,0.06,-17.096058,/content/BanglaSER/Actor 05/03-01-03-02-03-01-05.wav,5
165,261,5,Sad,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-03-02-03-03-05.wav,0.41932574,0.49961603,0.5375473,Male,35.499737,0.14246073,32.563824,37.162357,39.28413,6.7203064,41.925896,31.17316,41.5022,15.898252,0.95250547,1.7933211,0.014374515,0.014957441,2.2921405,2.277766,28.583675,21.783344,42.53338,23.63557,0.86727273,2.0012689,11.547162,1.0119089,0.27754834,43.82595,7.1324086,1.6407827,-6.5328846,-3.0429087,0.027538741,1.123749,1.1075873,0.85135716,5.7212315,0.97305113,9.17074,0.99968344,14.819438,0.48044443,539.4328,0.4651464,1114.0464,0.20204906,-156.10439,-0.5213394,1589.6566,0.20114179,779.23804,0.64155835,-138.7555,-0.6355031,2673.7788,0.08878094,779.2407,0.56317186,-138.9811,-0.6316289,-6.6266494,-0.94853586,14.441644,0.53189284,0.06327579,0.6933902,-0.024259454,-0.4879279,2.6588428,0.7969943,24.491405,0.4929793,-13.371216,-0.79619163,10.767796,1.8182319,-32.399773,-0.41925982,-6.330981,15.492176,0.0033924559,0.0032656523,0.002158602,1.9736842,0.33444816,0.97999996,0.0,0.98999995,0.14999999,-19.581842,/content/BanglaSER/Actor 05/03-01-03-02-03-03-05.wav,5
166,262,5,Happy,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-02-01-02-03-05.wav,-0.057608396,0.05165435,0.19863616,Male,35.349754,0.13611862,33.189888,34.43576,36.501106,3.3112183,249.3881,214.7883,46.823994,73.69974,0.46130323,1.5693035,0.01506903,0.046277594,0.80674344,0.79167444,9.799307,9.410891,10.777261,7.401168,0.27404645,1.7629023,20.404024,1.0024729,1.5323361,9.5977335,10.181598,1.833353,-4.546633,-4.107876,0.024718087,1.418871,1.1280483,0.643881,8.417135,0.51417756,6.3155622,2.2183974,24.681807,0.5816249,569.1585,0.53180075,1273.2341,0.23282696,-116.548004,-0.828572,1545.2051,0.21408565,971.29193,0.38844514,-112.261284,-0.81314504,2637.142,0.12975748,890.66956,0.44568524,-116.623955,-0.7394887,-11.740071,-0.91606575,26.091095,0.44777656,0.10723814,0.38537773,-0.01674613,-0.795378,0.57006466,0.99639565,35.939182,0.5493872,-5.327119,-3.3654673,11.848723,2.1791441,-18.029652,-1.0388571,-6.6695027,15.09767,0.012285919,0.0036527375,0.005453463,1.923077,0.729927,0.65666664,0.46942043,0.6866666,0.47723737,-27.740696,/content/BanglaSER/Actor 05/03-01-02-01-02-03-05.wav,3
167,263,5,Angry,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-01-01-02-02-05.wav,0.008181453,0.13126825,0.23111272,Male,31.378885,0.14468472,26.480423,31.171326,35.38817,8.907745,62.82259,66.91778,26.99642,11.286312,0.71218765,1.34339,0.015719734,0.07760841,1.4210452,1.4053254,13.980057,7.625324,13.949338,5.6033864,0.4153085,1.5655456,17.6585,0.9282068,1.4618058,10.177408,10.940719,1.4011142,3.200584,4.801583,0.022688856,1.4731913,1.0575753,1.0001704,7.7677417,0.41519827,5.3613453,1.5309211,20.764233,0.34161896,572.88306,0.3752785,1325.8365,0.21392591,-115.47308,-0.82203215,1632.3385,0.15152884,914.8468,0.4237372,-117.57167,-0.7589302,2667.3127,0.11685623,1042.4642,0.5015865,-119.12063,-0.734435,-12.474067,-0.50320256,22.195805,0.32128927,0.04772407,1.1168817,-0.018887687,-0.72858006,0.89102966,0.8031538,32.571102,0.33184972,-0.41986558,-40.543324,13.042289,1.5217705,-1.3606972,-13.10649,-5.3635697,14.561049,-0.005491816,0.0023684704,0.021656465,2.2371366,0.9070295,0.4975,0.24252576,0.46599996,0.5237404,-24.333979,/content/BanglaSER/Actor 05/03-01-01-01-02-02-05.wav,0
168,264,5,Sad,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-03-02-01-03-05.wav,0.24587761,0.3512081,0.16469756,Male,37.816494,0.16390991,34.80111,39.35894,41.059338,6.2582283,32.286755,0.0,-283.15692,0.0,1.1422106,1.745921,0.030247163,0.03252041,2.4288523,2.398605,51.479588,31.986572,65.25898,32.796127,1.1001575,1.9611366,16.589565,0.47507688,-3.909301,-3.3184507,5.320474,1.9376684,-5.1147733,-2.7160885,0.05221724,1.225898,1.9216908,0.7930776,3.363501,1.7256773,10.775206,0.8758536,10.393937,0.882436,638.1318,0.55323005,983.92444,0.26406628,-158.14456,-0.5023044,1664.0364,0.22229397,622.2095,0.51500475,-139.07787,-0.64128536,2771.2842,0.14535084,562.3017,0.26270294,-139.4378,-0.63526773,-3.047401,-2.126667,13.374534,0.7303575,0.083879665,0.35434845,-0.013142161,-0.98404956,3.3889594,0.7731296,15.961992,0.8415336,-17.759733,-0.8354713,3.1759696,4.706193,-19.900675,-0.72498333,-7.6506567,15.185779,0.12759207,-0.0042917687,0.03755162,2.0689657,0.7017544,0.45,0.42999998,0.6333333,0.43369213,-18.777308,/content/BanglaSER/Actor 05/03-01-03-02-01-03-05.wav,5
169,265,5,Happy,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-02-01-01-01-05.wav,-0.014250029,0.05124011,0.17853755,Male,33.58847,0.17286341,29.633795,32.872044,34.936016,5.3022213,48.032017,0.0,-54.25492,63.39392,0.16607481,1.3736349,0.014707456,0.020995067,0.32839364,0.3136862,4.127836,3.2646663,4.4286633,2.3918617,0.09386828,1.3781935,15.6715765,1.252662,13.16098,0.87014097,16.143553,1.051839,7.334862,1.4677123,0.021227235,1.3673167,0.9858149,0.7161859,9.601618,0.33544824,13.26498,0.90930545,28.98698,0.55192137,545.75635,0.49023727,1223.9407,0.16674158,-141.27376,-0.5983342,1680.8341,0.17342982,671.147,0.50125456,-141.47452,-0.5502211,2835.8972,0.11389483,872.89606,0.43509936,-142.66463,-0.53362787,-21.460993,-0.57470065,31.850426,0.46475035,0.022882812,2.038721,-0.021570144,-0.61338913,0.21480103,0.5337829,33.38348,0.6121554,21.097692,0.6098234,29.109823,0.6717305,5.964847,2.3391058,-7.230032,15.925788,-0.0014710651,0.0047368505,0.027142739,2.3391814,1.1869437,0.295,0.21230872,0.42,0.4556753,-36.872707,/content/BanglaSER/Actor 05/03-01-02-01-01-01-05.wav,3
170,267,5,Angry,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-01-01-01-01-05.wav,0.08520131,0.20721447,0.1610249,Male,31.969065,0.23414697,25.40141,31.803576,38.595345,13.193935,45.161964,0.0,-83.26525,77.84491,0.5208353,1.8032411,0.0148336245,0.017027812,1.1879449,1.1731113,20.971306,13.421186,28.601435,9.760728,0.41648203,1.8140441,13.09085,1.060398,1.9234397,5.956473,13.991628,0.8967986,12.877908,0.6828183,0.040670246,1.0793546,1.8078358,0.63495725,5.8005786,0.79680836,6.6743455,2.655795,11.527635,1.16714,496.46408,0.4112253,1219.7568,0.18203121,-153.77295,-0.52992076,1564.0974,0.11352383,811.7629,0.33798352,-147.19257,-0.54753095,2491.808,0.09684342,1091.6713,0.33466807,-145.7347,-0.56755096,-10.982551,-0.60528135,15.900624,0.5388921,0.031260367,1.6042991,-0.020212086,-0.62342304,1.3293144,0.6096819,30.517776,0.37588346,-5.093621,-2.8724213,21.944214,0.7830479,15.042483,0.84603643,-5.289448,11.916633,0.00028076465,0.0028325703,0.029503018,2.0997376,0.79787236,0.35999998,0.37345234,0.516,0.44360343,-24.680332,/content/BanglaSER/Actor 05/03-01-01-01-01-01-05.wav,0
171,268,5,Sad,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-03-02-03-02-05.wav,0.39911783,0.46234545,0.41030133,Male,35.504883,0.13168414,33.186897,36.90768,38.88658,5.699684,717.0624,1315.5339,196.87859,306.95996,0.73637635,2.1707199,0.014328795,0.01479631,0.69566476,0.681336,34.257538,27.51942,42.240734,22.957607,0.6841987,2.390877,9.34731,1.1295725,2.0230134,5.6779547,6.8465214,1.514229,-2.7965562,-6.3877754,0.025061209,1.3403109,1.1092262,0.9435312,5.7029867,0.9367884,8.710623,1.0076808,15.48135,0.5486149,617.6549,0.46322668,1088.2068,0.24706237,-169.1988,-0.42157987,1681.7556,0.21145234,834.874,0.58168745,-157.6537,-0.4994848,2734.9656,0.08901068,756.49274,0.44754198,-157.93573,-0.49525464,-6.9070425,-1.0004382,14.50769,0.5652911,0.066760845,0.7119404,-0.023511376,-0.52272075,2.9742932,0.74248385,24.584839,0.477388,-13.20068,-0.9479764,10.576335,1.803107,-31.616581,-0.42803624,-5.5979705,14.452601,0.004695013,0.0038055538,0.0040522083,1.367659,0.3231018,0.7,0.27586228,2.37,0.75501657,-20.400688,/content/BanglaSER/Actor 05/03-01-03-02-03-02-05.wav,5
172,269,5,Happy,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-02-01-02-02-05.wav,-0.02010911,0.086426236,0.22618952,Male,35.700134,0.11230985,33.536213,35.4388,37.571465,4.0352516,184.32033,254.79243,59.675842,47.582165,0.46432218,1.6390446,0.014782026,0.056946613,0.79307246,0.77829045,11.930487,8.063462,11.854948,8.713915,0.33681905,1.9281043,21.09328,0.98285794,3.8780565,3.9952893,8.1248865,2.0469851,-4.137418,-4.968141,0.035269663,1.8062727,1.3114293,0.7709148,7.976324,0.60909337,7.5283036,1.6344137,26.989882,0.62204534,514.45276,0.5341768,1340.4629,0.22992282,-125.91321,-0.7388496,1470.9431,0.20208718,972.1959,0.44573486,-114.990074,-0.77982074,2622.9062,0.11580104,976.2503,0.48172024,-120.79345,-0.6915613,-12.751987,-0.96484053,28.696352,0.48101863,0.101018615,0.2891436,-0.019405412,-0.7535488,0.7134997,1.1239421,35.953743,0.5812516,-1.6712244,-10.897963,7.653544,2.9984865,-19.670517,-1.0206212,-8.840132,18.73127,0.0034365428,0.0033667583,0.010607969,2.1428573,1.2048192,0.384,0.1579367,0.35666668,0.47352108,-26.448853,/content/BanglaSER/Actor 05/03-01-02-01-02-02-05.wav,3
173,270,5,Angry,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-01-01-03-02-05.wav,0.2121846,0.2953196,0.2154283,Male,32.501305,0.16079605,26.671255,33.436768,37.72595,11.054693,31.417702,13.993325,15.376851,0.0,0.6672196,1.5985811,0.0148317395,0.016533537,1.3988665,1.3840348,12.289968,9.332888,15.075626,7.436025,0.36484116,1.8883361,15.77448,0.9905572,-1.4034073,-9.902484,10.291169,1.3121216,-7.6560206,-2.5075693,0.016893575,1.2269433,1.0065818,0.8735815,7.509634,0.5141227,7.329907,1.0879879,16.479305,0.6546117,486.01004,0.40231302,1209.0911,0.203754,-138.18881,-0.67294335,1496.9396,0.15257424,893.2304,0.5148764,-125.30086,-0.74097633,2581.2878,0.0942231,867.4341,0.5999035,-126.44468,-0.72203016,-10.103781,-0.5566628,18.234112,0.43379956,0.10647657,0.31199706,-0.022780238,-0.595489,0.9221402,0.9019462,31.731117,0.43291935,-13.741382,-1.0517068,11.784501,1.2094034,-27.563154,-0.50838536,-5.108776,12.814032,0.0067282855,0.0003289137,0.0024474054,1.4778326,0.24937658,1.5899999,0.0,1.1949999,0.185,-24.925718,/content/BanglaSER/Actor 05/03-01-01-01-03-02-05.wav,0
174,272,5,Sad,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-03-02-01-02-05.wav,0.25484878,0.3643484,0.1296797,Male,37.473804,0.13371755,35.05604,39.709404,40.92308,5.8670387,27.2807,0.0,-84.38484,0.0,1.1966702,1.7507459,0.029789936,0.03199629,2.830254,2.8004642,51.73672,26.549095,69.73754,39.40937,1.1508071,1.9076616,17.37127,0.44175604,-5.051594,-2.6659935,6.243109,1.6007985,-4.9581103,-2.9344227,0.054860055,1.2492893,2.0363693,0.8559515,5.414535,1.0076866,11.282696,0.69392604,13.218359,0.5846321,689.6726,0.477677,1027.3519,0.25852254,-167.35744,-0.43163753,1771.7874,0.19931589,665.7718,0.46439448,-147.41844,-0.575493,2813.8308,0.12767877,773.3684,0.45328832,-147.93127,-0.56722885,-2.8004751,-2.0700936,12.792734,0.7345936,0.08973998,0.3306528,-0.012350888,-0.9295299,3.7361424,0.66553634,17.481373,0.7987058,-22.70205,-0.5882162,4.083602,3.7185433,-23.600279,-0.59136814,-7.5672936,14.64304,0.12153133,-0.0045097433,0.19358812,2.0338984,0.6896552,0.38,0.28,0.515,0.46768042,-18.105812,/content/BanglaSER/Actor 05/03-01-03-02-01-02-05.wav,5
175,273,5,Angry,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-01-01-01-03-05.wav,0.2358801,0.33600774,0.5072575,Male,32.144234,0.20696849,25.448032,32.169827,40.165733,14.717701,16.055874,9.377104,58.94126,26.800508,0.46835658,1.6402735,0.014414039,0.01513398,1.175324,1.1609099,16.943153,10.343143,17.222643,6.793969,0.31711078,1.7154,12.7378435,1.1085323,3.6796126,2.7231236,11.035636,1.198098,9.847519,0.9470775,0.03961725,2.1893964,1.1266483,0.7088535,7.1677456,0.60009193,8.950418,1.0493575,15.922448,0.54605234,517.496,0.3902025,1230.182,0.15711506,-143.78354,-0.60795444,1588.9749,0.14405963,841.3046,0.3658854,-144.27744,-0.57390934,2533.9343,0.10591087,950.4053,0.34960666,-143.6456,-0.58291334,-11.3984785,-0.5163704,16.305086,0.4334239,0.06212888,0.71426,-0.022142414,-0.52987117,0.9622699,0.57779014,30.909946,0.33377832,-4.1073575,-3.4658878,19.757591,0.83521736,11.512066,1.1013019,-6.2424703,14.063696,0.0027854836,0.0027801052,0.027400509,2.1563344,0.5464481,0.57,0.32,0.8233333,0.52929723,-27.014002,/content/BanglaSER/Actor 05/03-01-01-01-01-03-05.wav,0
176,274,5,Sad,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-03-02-02-01-05.wav,0.105216354,0.20014499,0.27475455,Male,34.068134,0.1304964,31.136913,34.82922,37.525852,6.388939,37.187378,7.230554,138.18419,147.1337,0.84851235,1.5835676,0.014433047,0.015093613,1.8637277,1.8492947,26.865583,21.968584,23.005325,9.576899,0.5130718,1.8775837,10.366777,1.038244,-2.0030296,-7.9226594,9.54258,1.4197773,-2.3625588,-6.8152456,0.060995653,2.2904823,1.2623898,0.6731015,5.5149684,0.85884583,3.7411199,2.3155682,10.147666,0.5806969,624.6779,0.48203048,1056.396,0.24451107,-137.4948,-0.6624823,1709.8575,0.2243953,717.7347,0.4497727,-124.27503,-0.7470204,2734.853,0.10724857,684.2123,0.31871247,-124.423775,-0.74326974,-3.1670487,-2.1101968,11.017481,0.6645905,0.09705207,0.3328079,-0.007103152,-2.2576084,1.28164,0.9030831,19.337559,0.5976687,-15.714587,-1.1281509,14.868129,1.3055476,-16.51948,-1.0484219,-5.820026,14.302505,0.0064669913,0.0034207231,0.0020079568,1.6759777,0.28328612,1.42,0.0,1.04,0.24,-24.098549,/content/BanglaSER/Actor 05/03-01-03-02-02-01-05.wav,5
177,275,5,Angry,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-01-01-01-02-05.wav,0.079433545,0.19059047,0.24502861,Male,30.327856,0.19168961,24.484247,29.938396,36.980442,12.496195,27.128485,0.0,-19.213177,39.088417,0.511092,1.6812495,0.014566791,0.015205711,1.212876,1.1983092,19.902481,10.3253145,24.302477,9.242622,0.40709266,1.725098,13.33571,1.1140883,3.0421312,3.3233128,11.951507,1.204289,9.588133,1.0848814,0.031385954,1.3681599,1.3656722,0.72709745,5.9943786,0.680952,8.93152,0.99897075,15.248144,0.5497116,464.35538,0.3399423,1269.2893,0.25801405,-144.78593,-0.5987425,1555.7029,0.13123909,761.1472,0.3774584,-143.53918,-0.5773103,2516.6965,0.08291433,993.48584,0.24946105,-142.61,-0.5889555,-12.000975,-0.5570069,17.426357,0.5213051,0.033248782,1.608131,-0.021870965,-0.51922697,1.1944774,0.6262521,32.304684,0.31822953,-3.3114777,-4.6477623,23.267567,0.7689111,11.232525,1.3470802,-4.609285,12.098619,0.008499027,0.0024748016,0.04609227,2.2535212,0.85714287,0.3633333,0.106249176,0.77666664,0.47168726,-25.467136,/content/BanglaSER/Actor 05/03-01-01-01-01-02-05.wav,0
178,276,5,Happy,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-02-01-03-02-05.wav,0.007222295,0.140852,0.22251025,Male,31.718807,0.13559622,29.162941,32.01735,35.620735,6.457794,641.88165,872.2588,32.623634,15.538374,0.27600595,1.6004446,0.015429209,0.017540671,0.60792637,0.59249717,5.351284,2.781815,7.2570367,4.360724,0.19398758,1.7940995,22.59335,0.82249343,10.990193,0.7270311,7.811714,1.9330078,-2.6100035,-5.673986,0.05079216,2.016368,1.0728403,0.69731116,7.5038767,0.68626523,7.3809643,1.3870347,34.07953,0.3007652,528.25146,0.3711757,1331.5392,0.20782873,-139.33954,-0.64098096,1490.9011,0.21355869,906.96936,0.43276542,-141.93939,-0.5841771,2735.9075,0.095371015,811.5023,0.47213578,-146.31284,-0.52410126,-18.749407,-0.37775338,33.58845,0.352321,0.07296391,0.99483174,-0.03301572,-0.45890868,0.5598586,0.7024561,44.86342,0.30924585,7.779459,1.5030924,6.4000044,3.81483,-19.41387,-0.7173342,-11.606284,20.443132,0.0049340003,-0.0055237906,0.017655894,1.6620499,0.84269667,0.38333333,0.09177266,0.585,0.54947704,-30.350292,/content/BanglaSER/Actor 05/03-01-02-01-03-02-05.wav,3
179,280,5,Happy,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-02-01-02-01-05.wav,-0.06397769,0.05490174,0.17363381,Male,33.15761,0.15961544,30.53426,32.094208,34.703438,4.169178,775.63446,1253.366,46.22649,22.212286,0.33540463,1.5733837,0.0147020575,0.04743187,0.59081113,0.57610905,8.25398,5.106967,7.9762373,4.898341,0.22266698,2.0728254,22.098677,0.99248284,6.0639596,2.5780637,9.876236,1.8397733,-1.0581207,-19.00278,0.023723649,1.0866764,1.2271622,0.7664895,6.8514833,0.67667776,5.0046916,2.7934027,29.210148,0.6255327,518.86554,0.46628234,1331.9478,0.22364022,-115.05404,-0.8245682,1522.4309,0.21002533,960.2528,0.30187675,-113.013596,-0.7978117,2699.5137,0.11461249,917.98175,0.41956538,-118.837395,-0.70796645,-13.866475,-0.90716213,28.894453,0.4737092,0.103892915,0.29692185,-0.020027606,-0.76508653,0.4600365,1.2656373,38.245205,0.55944556,2.1704757,9.523885,11.926908,2.11495,-13.228122,-1.7315855,-9.188372,19.336626,-0.0010513001,0.0033469151,0.0068003093,2.4813898,1.0050251,0.4725,0.21182245,0.39999998,0.50529194,-31.119434,/content/BanglaSER/Actor 05/03-01-02-01-02-01-05.wav,3
180,282,5,Sad,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 05/03-01-03-02-02-03-05.wav,0.14140624,0.24452636,0.27167255,Male,34.363323,0.122868516,31.497547,35.108173,37.647907,6.15036,39.01933,31.442791,47.487343,19.634823,0.8289258,1.6618967,0.01459781,0.0153205125,1.8702971,1.8556993,31.989283,27.103174,27.248137,12.596525,0.5396479,1.8618814,10.334705,1.0277382,-1.3771499,-10.670948,7.9355254,1.581182,-2.28312,-6.0354996,0.028845351,1.7292038,1.2516205,0.64353234,5.9470515,0.67834747,4.9472837,2.0087128,10.878277,0.52920157,603.3243,0.46247557,1103.1549,0.2254201,-148.49742,-0.576792,1709.184,0.18458098,663.6689,0.43843237,-132.22247,-0.68360984,2721.8254,0.10325865,778.4061,0.5312023,-131.97044,-0.6866347,-4.443214,-1.4076743,12.089874,0.6033353,0.101958275,0.19320533,-0.009749237,-1.0834948,1.490451,0.78850716,20.181276,0.5444029,-15.467995,-1.0849504,14.511802,1.2305018,-14.855248,-1.076632,-5.754581,14.036707,0.010382515,0.0017317099,0.0025087232,1.8181819,0.2631579,1.38,0.0,1.1949999,0.055,-23.80757,/content/BanglaSER/Actor 05/03-01-03-02-02-03-05.wav,5
