,Emotion,Sentence,Repetition,ActorID,Gender,Path,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
138,Angry,আমি জানতাম এমন কিছু হবে,3rd Repetition,26,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 26/03-01-01-01-02-03-26.wav,34.776634,0.20270903,30.232985,35.759804,39.5536,9.320616,97.59336,40.43172,55.67642,7.6241426,0.39293173,0.91824496,0.063274235,0.28039736,0.70368767,0.6404134,7.9239197,4.8074503,5.223842,2.5745676,0.19901894,1.0959364,18.276148,0.70499045,9.291354,1.4510287,4.7955017,2.290476,-2.6040409,-5.6537504,0.047703207,1.5698887,1.2574664,0.64277923,7.1836433,0.55747825,9.301907,1.1100944,23.04607,0.46216226,612.22504,0.34837037,1258.4447,0.16956,-109.502144,-0.8589994,1698.8672,0.16145192,814.789,0.44559845,-108.383,-0.79901505,2770.4656,0.09953718,826.04315,0.63410705,-110.19908,-0.76720023,-15.666161,-0.492953,25.00811,0.38172328,0.053844288,0.64885527,-0.019363375,-0.81213254,0.31729627,0.63228416,24.358078,0.5069538,6.411187,2.0564814,8.734491,1.237686,-13.02065,-0.9569756,-13.922855,24.54417,-0.025979433,-0.006100919,0.077524535,3.642384,2.020202,0.24666665,0.16489053,0.225,0.23886886,-34.274826
139,Surprise,১২ টা বেজে গেছে,2nd Repetition,26,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 26/03-01-04-02-01-02-26.wav,42.859314,0.14927399,38.849277,44.289257,48.646976,9.797699,303.20813,288.1272,9.323766,15.545832,0.5691715,1.1164885,0.047676206,0.14068845,1.3120911,1.2644149,13.00774,7.854143,12.734999,7.4529166,0.2900971,1.288349,13.086729,0.9374452,2.2485027,6.2867184,-0.8038483,-22.877087,-9.138049,-2.3856947,0.030013796,2.122071,0.93843913,0.78748184,10.057368,0.559805,7.0965405,0.76752895,16.574308,0.5010681,789.26636,0.26306632,1146.8507,0.17841306,-115.75071,-0.8022124,1868.9924,0.10846822,694.16626,0.60162205,-117.04231,-0.7366511,2936.8247,0.06441063,708.03644,0.6658872,-117.58678,-0.73068947,-12.4800625,-0.7947472,22.162077,0.52467805,0.10725679,0.40888703,-0.018081574,-0.950959,0.56211805,0.60023713,16.690733,0.7829107,-3.4199145,-4.7940063,-8.511887,-2.5465293,-26.408005,-0.717174,-8.542127,16.244995,-0.005735308,-0.005290826,0.053255986,2.310231,1.3422818,0.3375,0.28207934,0.29999998,0.31157663,-28.294514
140,Sad,আমি জানতাম এমন কিছু হবে,2nd Repetition,26,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 26/03-01-03-02-02-02-26.wav,45.52298,0.18006189,38.274284,48.995483,52.82807,14.553787,-13.05368,40.665596,27.636944,7.9387197,3.098148,0.9569333,0.76180315,1.6638241,6.3240147,5.5622115,77.01392,48.01011,41.74612,24.46414,3.7110739,1.1836011,1.5241905,10.1579685,-8.856115,-2.474284,-5.4920745,-2.7313359,-12.31739,-1.1284342,0.038953256,1.3913903,1.0587323,0.7588123,5.6720157,0.94210416,1.8889574,5.607786,8.478731,1.0092489,837.2827,0.33300766,980.6644,0.33954248,-33.313828,-1.7420009,1822.2678,0.14107138,866.90546,0.42293212,-28.353086,-1.7408385,2886.1257,0.10128386,742.1885,0.6933137,-30.960987,-1.5544127,-3.0330963,-3.2385201,13.901676,0.6050107,0.027762566,1.9175245,-0.016746186,-1.0241201,4.1400537,1.0792692,1.1658175,13.92568,-12.36734,-1.6269417,-7.5432205,-1.8775138,-13.630709,-0.9954496,-10.504178,15.0863285,0.0048999907,-0.027256185,0.29026425,4.2424245,1.2500001,0.72499996,0.375,0.044999998,0.005,-12.724829
141,Surprise,এ কেমন উপহার,2nd Repetition,26,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 26/03-01-04-02-03-02-26.wav,41.385075,0.16583766,38.875347,40.988873,47.556183,8.680836,84.10049,35.195026,-24.083414,59.944294,0.70012945,1.1852521,0.042707544,0.1653929,1.5122964,1.4695889,11.141374,5.046976,10.835633,5.1598454,0.43302363,1.3299979,17.384596,0.5406759,2.758964,4.6146083,-8.323216,-2.1819098,-13.951354,-1.6387708,0.02534708,1.3862754,1.2449675,1.1548615,7.7888665,0.78535444,8.117658,3.5782597,14.286578,2.4356403,747.87256,0.27837458,1177.4656,0.20693716,-112.54628,-0.8322818,1776.1073,0.1729921,922.363,0.55209416,-109.07318,-0.8010703,2997.0176,0.13002326,707.01904,0.77051145,-111.241264,-0.76700395,-10.808872,-0.92316943,22.235876,0.61488307,0.10408973,0.42373967,-0.018989202,-0.987076,0.8133922,0.7059694,18.21679,0.6776111,-3.254658,-4.436662,-17.525974,-1.2121012,-28.803663,-0.6828877,-14.053759,24.367369,-0.008278433,-0.010346912,0.04391398,1.9354839,1.6393443,0.304,0.41117394,0.282,0.10665833,-26.377586
142,Happy,আমি জানতাম এমন কিছু হবে,2nd Repetition,26,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 26/03-01-02-01-02-02-26.wav,34.583607,0.20246999,33.916664,36.472237,39.72135,5.8046875,693.9926,949.0172,-129.4286,212.3284,0.38435107,1.4514154,0.035321876,0.09510135,0.63475496,0.59943306,8.710742,6.1926146,10.607645,10.806765,0.24955083,2.3283777,21.245382,0.66518974,11.252733,1.0718412,5.809719,2.1104214,3.1056354,4.3342075,0.027551189,1.621932,1.2960097,0.9512814,7.657597,0.8359308,6.531555,2.5315344,19.62147,0.8097054,655.39734,0.31352314,1324.5266,0.17683658,-119.92602,-0.7479359,1652.8682,0.15449347,1016.14246,0.41231173,-116.60143,-0.73128396,2707.5337,0.13090424,756.7843,0.47729576,-118.57083,-0.69840294,-16.897512,-0.5600702,26.91593,0.36623392,0.06166483,0.8330536,-0.019530501,-0.8354253,0.48527592,1.6145236,28.236319,0.43589482,4.256304,2.868647,3.1904194,4.576078,-4.0919642,-3.2650254,-18.438112,29.288868,-0.03422377,-0.009751753,0.04719026,2.9900331,1.7064848,0.262,0.20507558,0.21142857,0.22912434,-30.342937
143,Surprise,আমি জানতাম এমন কিছু হবে,2nd Repetition,26,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 26/03-01-04-02-02-02-26.wav,41.427338,0.13774684,39.893173,41.384323,43.64127,3.7480965,420.0474,503.11288,47.50705,14.281858,0.7595595,1.1703752,0.06286168,0.39913282,1.3095533,1.2466916,16.83019,9.840893,13.7999735,7.7508726,0.5872837,1.4749202,14.969359,0.96797985,3.5440946,3.631826,-3.1840434,-4.2117915,-7.6304154,-2.7316206,0.023760958,1.0634806,1.113791,0.8224352,8.829245,0.6069187,9.503956,2.2561247,19.911839,0.9190003,763.99646,0.28837723,1169.4265,0.20487598,-119.04985,-0.7481924,1765.8896,0.1329215,869.721,0.3681596,-110.87436,-0.7715625,2958.838,0.11597938,586.8887,0.73955697,-113.80069,-0.72652614,-13.042048,-0.7909471,22.925402,0.47018182,0.065473616,0.95973915,-0.020779474,-0.92619205,0.9994497,0.96043247,19.31804,0.7449614,-1.540089,-7.697108,-6.1399255,-2.6611862,-21.238272,-0.9092616,-9.514215,19.720894,-0.009267261,-0.0030998196,0.18865597,3.264095,2.7190332,0.17555554,0.13217084,0.154,0.2120943,-24.90412
144,Angry,এ কেমন উপহার,3rd Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-01-01-03-03-34.wav,42.256805,0.07728538,39.54519,42.623814,44.476044,4.930855,37.315434,21.457884,32.61844,9.90616,0.61192024,1.6328111,0.010985477,0.012275957,1.2779151,1.2669296,28.921799,20.9964,13.053635,7.689223,0.48776537,1.8798617,12.973725,0.7856695,-3.1746924,-7.4695883,9.7521105,1.2807854,-4.01326,-7.132626,0.037558977,0.86409116,1.3926766,0.4080367,3.2888637,1.7054504,3.2016158,2.7871299,5.048593,2.6755614,774.46906,0.41988692,1022.84564,0.39290503,-142.14494,-0.6203864,1778.0304,0.19214182,938.48553,0.3673543,-121.2261,-0.7646482,2779.3796,0.098920055,924.1385,0.44630623,-121.21052,-0.7635629,-1.9879981,-5.540367,12.548404,0.8511723,0.13264456,0.25846282,-0.006455457,-2.5972953,1.1650984,0.95184886,13.177933,1.1574655,-27.433811,-0.6131934,5.2322297,3.2958364,-34.737667,-0.4963281,-17.64147,27.225054,-0.024847368,0.0031350332,0.0037225543,1.6348774,0.55401665,0.755,0.615,0.68333334,0.45492366,-27.029915
145,Happy,আমি জানতাম এমন কিছু হবে,2nd Repetition,33,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-02-01-02-02-33.wav,39.31993,0.1001678,38.224342,39.805252,41.175453,2.9511108,-32.111774,42.49814,38.130985,31.956593,0.40242654,1.0567771,0.014067999,0.25550902,0.7258226,0.7117546,7.895084,5.669719,6.2468414,2.4851236,0.21412912,1.1868789,18.79195,0.9770508,1.1964943,14.150641,14.1427765,1.4557658,-14.919813,-1.5952318,0.024795838,1.1288574,1.2000878,0.5650039,8.126556,0.65419984,9.460035,1.1213158,20.308353,0.54423606,683.62915,0.36468685,1249.4304,0.20164505,-107.54647,-0.83772063,1709.6205,0.17463578,931.84845,0.45414343,-91.891075,-0.9106689,2857.0422,0.09137452,750.74005,0.5318929,-95.06344,-0.8538228,-14.921831,-0.53941256,26.246004,0.37861225,0.09673562,0.3726244,-0.01864127,-0.65952104,0.34261173,0.73320514,26.218464,0.57706547,-1.2465943,-10.810136,8.726859,2.0823133,-30.242142,-0.5001693,-3.7611094,16.368599,0.014010785,0.0015558848,0.0130971465,3.267974,0.66445184,0.91499996,0.48499998,0.275,0.23478714,-33.21126
146,Angry,আমি জানতাম এমন কিছু হবে,1st Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-01-01-02-01-34.wav,39.719486,0.14626293,35.282112,41.505623,44.223927,8.941814,94.4414,55.407658,32.84919,0.0,0.64284235,1.3671681,0.011500329,0.028497608,1.3970784,1.385578,14.371743,13.881542,9.038992,3.718305,0.44147816,1.8298682,14.33298,0.6423852,-0.49676105,-32.789684,5.641282,2.2935557,-4.411327,-5.2501745,0.048354562,1.2884328,1.2609601,0.54810447,5.0497775,0.94776833,5.182792,1.3193834,12.52726,0.746639,791.07117,0.37051514,1158.6301,0.2869301,-124.52836,-0.73850864,1764.2036,0.15577944,954.8998,0.37897828,-112.667725,-0.81854594,2817.0862,0.11658045,927.27765,0.6356217,-115.093636,-0.7797877,-7.7983875,-0.8022148,18.635239,0.39311963,0.1335954,0.2479479,-0.004775607,-3.7271645,0.93815446,1.0277592,14.5385275,0.88002163,-13.91914,-1.0594523,0.78283286,21.210505,-24.320263,-0.68863034,-13.627395,23.153387,0.0010757351,0.0021097597,0.0041301204,1.4450867,0.5865103,0.79999995,0.38,0.58666664,0.40144184,-27.170282
147,Sad,আমি জানতাম এমন কিছু হবে,2nd Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-03-02-02-02-34.wav,45.090202,0.14612962,42.002,47.86866,48.665314,6.663315,26.540094,19.837545,53.718346,23.710388,1.9389112,1.3967373,0.010773458,0.47786933,3.6029093,3.592136,51.84953,36.494175,45.620113,21.83275,1.9720101,1.7238238,5.427768,1.775083,-9.651505,-2.5761178,1.7785846,10.118006,-8.470387,-2.7521155,0.029612646,1.8202347,1.1524131,0.5843417,5.022908,1.3589159,2.351542,3.144351,9.451694,1.1105288,923.19336,0.36195526,911.9081,0.3555428,-122.95006,-0.7981171,1927.8586,0.16278008,903.9533,0.2899432,-107.47855,-0.91571534,2875.8372,0.10752348,804.8226,0.38267118,-109.264465,-0.88289607,2.0944712,2.9953992,10.769337,0.75914913,0.1163958,0.45102203,0.010477821,1.9344906,4.0950685,0.9864365,-1.1875662,-8.680292,-32.090908,-0.5378793,-11.93169,-1.4783431,-27.016184,-0.36519557,-11.20862,19.674892,0.011974188,-0.0017987328,0.16054963,2.3952096,0.60790277,0.765,0.715,0.57,0.36986485,-14.611579
148,Sad,১২ টা বেজে গেছে,3rd Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-03-02-01-03-34.wav,45.581566,0.092394784,41.93669,46.616318,49.15225,7.215557,100.89605,17.85702,89.475914,73.304,1.3457824,1.9655315,0.0048026387,0.0056273206,2.6901996,2.685397,40.725487,19.93032,48.266758,25.194872,1.6704544,2.4376225,6.2030573,1.5288439,1.0125835,26.318737,-1.4395111,-9.618843,11.565709,2.2668037,0.041555524,1.4505855,1.3150505,0.9187518,3.1754074,1.8621665,2.4295106,4.1099944,6.8048577,1.587305,967.1718,0.3283609,1000.12396,0.21047483,-155.20047,-0.54350007,1921.7312,0.13430399,870.74896,0.25639087,-143.92784,-0.62919635,2918.2144,0.08641638,844.3618,0.33261624,-145.04295,-0.6118652,2.1186616,4.6610723,8.045752,1.7948972,0.10987342,0.6039884,0.010182825,1.3605628,5.798267,1.0295875,-1.1757784,-12.693809,-34.33038,-0.656806,-13.289965,-1.0026237,-16.031345,-1.036202,-13.921502,25.6716,-0.0060723578,0.0014765452,0.084751815,1.6666667,0.5633803,0.48999998,0.47,0.84,0.5662155,-15.566516
149,Surprise,এ কেমন উপহার,1st Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-04-02-03-01-34.wav,39.799744,0.06701504,38.46039,39.90715,42.202515,3.7421265,18.363646,3.4214675,20.407326,7.729286,0.22043017,1.276953,0.010861732,0.055884298,0.41060123,0.3997395,3.8286474,3.6507802,3.1069696,2.0482538,0.08141195,1.5045412,20.615942,0.5836173,0.9860887,18.314955,13.985036,1.3942732,-19.463608,-1.9353583,0.0128098065,0.96894675,1.0427283,0.5518589,8.269201,0.5556249,7.5365496,1.6449256,17.411804,0.7333601,625.76447,0.30552816,1250.3385,0.28311422,-138.65674,-0.63742775,1694.2773,0.14438994,1001.0379,0.55191755,-119.065796,-0.7444024,2794.5881,0.124588296,964.5394,0.7336009,-118.36342,-0.7527182,-9.483564,-1.229128,18.575283,0.7659501,0.098765105,0.21993913,-0.027166668,-0.83535933,0.17506585,0.75116014,28.298841,0.43743873,-12.970618,-1.44764,11.555953,2.1282806,-54.8087,-0.412415,-12.780038,21.297434,-0.0058641895,-0.0015888497,0.0048931367,1.4164306,0.867052,0.52,0.18018508,0.45749998,0.43808532,-39.919342
150,Surprise,আমি জানতাম এমন কিছু হবে,3rd Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-04-02-02-03-34.wav,36.512947,0.20772016,33.756386,40.67725,41.962948,8.206562,401.98636,0.0,6.4434757,24.17486,0.2401184,1.3171906,0.010935885,0.108077474,0.42229852,0.41136265,5.028503,5.865909,2.9411163,1.3166596,0.096873544,1.3381695,18.165716,0.6404829,9.346513,1.9764011,12.698441,1.4025595,-7.739098,-3.7297702,0.050371587,2.4801247,1.4004192,0.8473555,6.6357903,0.9936335,9.708256,1.4070909,16.308912,0.83514595,729.1805,0.33105168,1149.4132,0.21364744,-119.66842,-0.7513416,1752.1047,0.16074136,847.031,0.41137522,-112.29342,-0.77756226,2975.4333,0.10945994,643.65564,0.9820031,-113.44466,-0.7592082,-13.385003,-0.83031064,23.809473,0.4822842,0.07869557,0.7408857,-0.007117317,-3.076503,0.1886318,0.69221747,23.318466,0.56807536,0.79960406,26.515518,9.542138,2.3201122,-26.978111,-0.964634,-14.533046,22.777018,-0.005680544,-0.00010757146,0.0065592728,1.5576323,0.9493671,0.52,0.279046,0.3825,0.34766182,-37.76925
151,Surprise,১২ টা বেজে গেছে,3rd Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-04-02-01-03-34.wav,39.301826,0.21736972,34.111214,39.417313,47.331085,13.2198715,57.817673,6.34854,52.709965,0.0,0.2602344,1.5819883,0.010693034,0.011274083,0.5548477,0.5441547,7.9952455,5.7205477,10.028729,5.1096826,0.12769604,1.6172025,15.630297,0.74686706,6.5109663,2.9071386,9.861633,1.7109997,3.0300891,7.3419943,0.02681062,1.6030093,1.2655723,0.67753065,6.895413,0.6531846,6.248375,1.2807535,16.08197,0.7720048,755.7564,0.2927355,1219.123,0.18813734,-148.9776,-0.5586763,1811.8679,0.15817,883.4086,0.45411047,-141.30478,-0.5993,2881.2136,0.10827166,713.98773,0.36104894,-142.73477,-0.58010703,-11.189829,-0.76056075,22.016075,0.53749263,0.13129632,0.44249728,-0.010693791,-1.747993,0.38736972,0.47311628,21.685816,0.78054255,-9.007541,-2.9549832,1.8520085,11.019031,-22.413841,-0.78388464,-14.6267395,23.206144,-0.011646537,0.002380766,0.005478208,2.0958085,0.61349696,0.525,0.315,0.71999997,0.46611872,-36.254185
152,Surprise,এ কেমন উপহার,2nd Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-04-02-03-02-34.wav,38.745052,0.07696454,36.796616,38.61924,41.894676,5.0980606,-0.047459126,10.706409,4.7109494,0.0,0.18151486,1.1008928,0.0116842175,0.076897554,0.3764422,0.36475798,2.433653,2.2561715,1.5690963,0.83158815,0.05311297,1.2471977,22.076159,0.5836901,2.1529994,7.9831305,18.870779,1.28222,-17.546478,-1.6725749,0.015294548,1.3434036,1.0056113,0.8147195,9.404403,0.5724562,12.719876,0.9685381,16.886282,0.8633957,628.66736,0.29931143,1166.1062,0.17858683,-128.30623,-0.70198786,1692.7639,0.16055246,847.98285,0.48352817,-120.20444,-0.7109313,2814.7412,0.099906676,789.3149,0.70180494,-118.54428,-0.731395,-12.246993,-0.8983517,21.084047,0.6158838,0.09621483,0.28527603,-0.022384897,-0.9321227,0.10919134,0.5486344,31.523884,0.33097824,-8.133152,-2.38869,19.641172,1.6046665,-43.245113,-0.4526508,-10.650831,17.510263,-0.0013951525,-0.00391922,0.0053462926,1.6233766,0.990099,0.4633333,0.13199326,0.39249998,0.34404758,-41.59153
153,Angry,১২ টা বেজে গেছে,3rd Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-01-01-01-03-34.wav,38.17032,0.18275733,35.199207,38.06265,43.436142,8.236935,68.510544,25.414274,44.815163,0.0,0.5947199,1.6119645,0.004739656,0.0049616066,1.4623692,1.4576296,17.536144,8.282763,18.115501,9.037074,0.42544982,1.8441097,11.478867,0.7540032,5.4431915,4.0876217,7.664125,1.960828,9.454019,2.3297696,0.044262312,2.2870078,1.2524345,0.42505652,3.9018173,1.2685941,10.2445755,1.2958677,11.657697,0.6212729,665.86334,0.46430326,1138.4869,0.18724895,-150.29344,-0.55986243,1706.1055,0.14009278,998.941,0.45066023,-132.55682,-0.6705018,2624.8162,0.11922332,1091.2156,0.46975824,-132.52936,-0.67105514,-5.6424193,-1.3527391,13.665725,0.6036481,0.13223284,0.26465526,-0.008784242,-1.3004355,1.166076,0.7827864,18.367233,0.5090337,-18.50214,-1.1408954,10.43757,1.9184874,-16.30892,-0.8033708,-14.520736,23.868889,-0.0004985187,0.0066775177,0.014787857,2.1943574,0.6369427,0.57,0.37,0.65,0.4456456,-27.54559
154,Surprise,আমি জানতাম এমন কিছু হবে,1st Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-04-02-02-01-34.wav,35.011612,0.17818706,34.692574,36.11708,37.94271,3.2501373,135.54214,111.16106,160.78668,159.09459,0.27331847,1.2813076,0.010988026,0.12887558,0.49182248,0.48083445,5.8203053,4.3743997,3.8875046,1.5497291,0.1141364,1.3184061,22.222616,0.5477507,7.3910847,2.264027,8.242043,1.65264,-5.9511695,-4.2201285,0.06379617,2.3111925,1.0105067,0.48276407,6.171691,0.8525852,6.058202,1.9804522,19.322855,0.641367,714.0878,0.29467818,1316.9612,0.17751643,-113.2166,-0.8195916,1657.9974,0.13792787,1064.6489,0.44495755,-107.406624,-0.8225395,2888.484,0.13120209,694.38184,0.56421274,-109.914925,-0.7796113,-14.212465,-0.61987597,25.868488,0.45172,0.104319684,0.29246134,-0.013112562,-1.095032,0.20866309,0.730294,29.20899,0.44064212,1.0059859,18.837408,4.5027704,3.8842437,-21.437727,-0.9371235,-16.23444,25.41178,-0.0031376688,-0.0025743651,0.014081479,2.0114942,1.1661808,0.4325,0.17412281,0.31399998,0.35313448,-37.275448
155,Sad,১২ টা বেজে গেছে,1st Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-03-02-01-01-34.wav,47.817226,0.1327837,45.668404,49.41752,51.404358,5.7359543,56.726944,44.153954,229.2174,214.25769,2.0080867,1.6251947,0.004866569,0.0062481198,4.3768783,4.3720117,49.905567,31.201284,58.82037,24.183374,2.4737349,1.9495243,3.1176646,4.3526034,0.13240796,186.87947,2.5256178,5.2011356,8.7305355,2.850574,0.045237556,1.5426044,1.0971572,0.6215739,4.0726633,1.4181093,2.4023108,3.1904945,2.2931068,5.8434963,819.72784,0.4495862,762.0675,0.48224282,-162.36908,-0.4755954,1828.1814,0.18115643,877.9469,0.23503421,-133.18965,-0.71287847,2807.5088,0.116433166,808.82904,0.26740983,-132.79842,-0.7131536,4.935929,2.444411,5.162566,3.247493,0.05741015,1.3047515,0.003713274,3.5394866,7.008214,0.8771195,-5.9683404,-3.3205285,-27.522749,-0.74744636,-4.2343397,-2.769521,-11.792638,-1.3073655,-12.673999,24.79547,-0.00037307048,-6.916602e-05,0.21775219,1.923077,0.32573292,1.04,0.0,1.0,0.22,-13.498467
156,Happy,এ কেমন উপহার,3rd Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-02-01-03-03-34.wav,39.079212,0.11963053,35.324577,40.74931,42.54852,7.223942,103.27528,73.31786,9.173907,0.0,0.40135834,1.3715032,0.012213134,0.014345358,0.9410696,0.9288565,6.856151,3.65642,7.9288216,3.5658174,0.1626498,1.4497905,18.008018,0.5177979,-3.0197775,-6.4145226,11.203005,1.1783539,-14.461561,-2.5224335,0.016226547,1.2223958,1.1356738,0.67954713,6.415122,0.883013,0.11681268,100.3551,8.690655,1.5263073,520.1834,0.41345406,1173.294,0.21354015,-151.32275,-0.54242355,1547.5486,0.19482183,841.29095,0.48239112,-120.9545,-0.76996595,2696.6094,0.10093465,1184.6492,0.6274702,-123.87056,-0.7241209,-4.734886,-1.4000173,15.391969,0.6335808,0.106803305,0.2319234,-0.011732059,-1.4179864,0.3867767,0.5693081,23.919077,0.5015492,-23.157951,-0.55491805,7.6272616,2.2835565,-52.795914,-0.3285852,-13.157514,21.559238,-0.012854234,0.0018695176,0.0047148718,1.9543974,0.33112583,1.27,0.0,0.85999995,0.089999996,-34.530045
157,Surprise,১২ টা বেজে গেছে,1st Repetition,34,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 34/03-01-04-02-01-01-34.wav,39.95209,0.22845988,33.90409,40.34851,48.40236,14.498268,78.33685,48.090424,33.30898,15.183976,0.53325945,1.4939544,0.010726551,0.01133107,1.315035,1.3043084,17.214039,9.857118,14.665184,7.81735,0.33739617,1.5690914,14.6708765,0.87184864,1.249666,17.76213,9.590571,1.8136632,-1.1173499,-22.773935,0.07164751,1.433379,1.3968424,0.62601364,3.808016,1.3589747,3.9428124,2.3192828,10.266692,1.446941,804.7912,0.37485707,1185.4844,0.2837166,-132.20341,-0.698202,1791.9288,0.14097737,1042.6571,0.4361109,-126.225426,-0.73007745,2803.8677,0.09000769,820.62866,0.4161642,-126.642075,-0.7219034,-5.728155,-1.4462955,15.036352,0.88802725,0.13527042,0.31491277,-0.010425744,-1.5886086,0.8541926,0.6171874,16.652029,1.143652,-19.192192,-1.185234,3.9000995,5.7391667,-27.577087,-0.57550424,-15.460844,24.389069,-0.012624395,0.0017158817,0.006317742,1.7492713,0.5934718,0.65999997,0.29,0.6666666,0.45168817,-29.748806
