,ActorID,Emotion,Path,Filename,Sex,Age,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
64,15,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Ac.wav,15a02Ac.wav,male,25,32.486687,0.1299711,29.261679,33.728157,35.37852,6.1168423,29.08778,19.128952,38.154934,10.946454,0.9285383,0.79683363,0.2323716,0.74326825,1.5964696,1.3640981,20.106476,13.756137,21.372606,10.367485,0.5202796,1.0269226,12.105165,1.1926523,6.571003,1.6570404,16.304617,1.296378,2.6585689,6.325381,0.03963346,1.1101084,1.2734638,0.9801203,6.694947,0.4379727,13.969579,0.703637,19.24115,0.41976377,691.5658,0.4244193,1211.8787,0.23561238,-118.123474,-0.7284888,1739.0424,0.16789435,841.4916,0.3356908,-107.857605,-0.77067864,2786.4265,0.11333509,876.93445,0.2081165,-108.23924,-0.7673916,-11.787968,-0.70453656,20.055017,0.4241538,0.018705824,2.0463305,0.00072075735,24.015535,0.7091591,0.7813901,17.404354,0.7655282,6.631138,1.8928043,26.143501,0.848108,6.2598143,3.1348808,-6.3746066,16.577808,-0.009370146,0.007109999,0.346926,4.787234,3.2786887,0.14999999,0.13152947,0.114285715,0.032450903,-18.617485
65,15,disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a01Ea.wav,15a01Ea.wav,male,25,26.713987,0.15808369,24.097105,26.306372,28.989676,4.8925705,174.50706,186.6113,395.5597,708.5455,1.0860381,0.6260918,0.32674423,1.1469887,1.6754906,1.3487464,17.157093,10.259134,14.40571,10.273408,0.52845865,0.7558889,9.575585,1.6939529,3.940738,4.4162064,15.214708,1.0412862,2.2163208,5.8652725,0.032482475,1.9003195,1.618633,0.5948626,3.4494457,0.86974865,1.4036299,8.21794,18.266804,0.7329509,592.2572,0.4779658,1289.7755,0.19726114,-108.264946,-0.8489171,1627.5835,0.16855995,876.70776,0.35290122,-110.13589,-0.78654236,2669.0635,0.10828257,868.9851,0.45645323,-111.60992,-0.7635178,-9.411107,-0.6693067,17.25432,0.42455757,0.014030688,2.274099,-0.008513414,-1.6238824,0.64060915,0.5919023,18.39896,0.51671106,5.1249714,3.2973442,18.902393,0.95906436,1.0818472,13.253548,-3.8358686,13.785211,-0.01896107,0.009923674,0.44213045,5.11811,4.016064,0.111,0.09575489,0.117,0.075901255,-19.24089
66,14,happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Fb.wav,14a05Fb.wav,female,35,39.38922,0.10602157,36.378567,39.820786,42.09308,5.714512,31.182205,10.883401,-23.206387,78.19478,0.877679,0.9723138,0.190867,0.6373698,1.4186822,1.2278152,18.140356,9.965699,22.278658,8.861391,0.49969432,1.119334,8.420247,2.2149732,-0.94271755,-17.547852,5.1832824,3.3473687,-16.295784,-1.4930661,0.040489353,0.99426085,1.2544668,0.71602917,6.5740576,0.60416377,5.276889,1.7994742,11.750819,0.75186,832.5559,0.32306337,1293.8041,0.2597501,-94.62745,-0.9096889,1823.1732,0.1410547,1108.752,0.30172044,-83.47464,-0.9888288,2873.068,0.09538876,1052.6163,0.39287147,-84.621155,-0.96514255,-8.076073,-1.405407,17.555088,0.7343537,0.047728114,0.5532529,-0.005422703,-2.949485,0.63360393,0.84877414,12.293111,1.2683728,-6.3161674,-2.6112194,4.526685,4.252624,-25.73047,-0.9077982,-6.206272,15.191761,0.0027644814,0.011124716,0.2924178,5.7877817,3.5947714,0.16818182,0.1749191,0.08166667,0.05669117,-20.604288
67,15,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b10Nb.wav,15b10Nb.wav,male,25,20.813091,0.13468029,17.907156,20.848978,23.7177,5.810543,78.73602,64.57414,11.011202,11.994026,0.98750764,0.67439973,0.42864546,0.8938558,1.4139403,0.9852948,16.581705,6.4355593,17.739744,15.487245,0.56534314,0.61253536,21.156702,0.6914706,10.018369,1.3148042,31.85312,0.50067705,7.402385,1.5748912,0.025680132,0.9660724,1.1523728,0.5824827,4.3502216,0.42113712,2.6378622,3.748771,22.237175,0.49412197,657.66077,0.39149612,1299.0753,0.12098239,-71.728165,-1.1008899,1708.8357,0.16291961,880.76483,0.26331422,-77.86944,-0.9539973,2721.1914,0.112648174,917.75037,0.3456778,-78.29237,-0.9471666,-17.122908,-0.35651788,23.232712,0.2529828,-0.038602013,-0.6736473,-0.0073662186,-1.5093931,0.61766833,0.5016855,27.185484,0.3407495,8.902085,1.6094171,37.774208,0.37905222,7.7068243,1.6664697,-15.602181,25.077301,-0.053613376,0.008588249,0.4829726,5.0,2.3255816,0.296,0.4538546,0.09333333,0.036362376,-16.668184
68,9,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b10Aa.wav,09b10Aa.wav,female,21,39.88311,0.06132669,37.75952,39.541943,42.609776,4.850254,33.180683,24.100143,42.670883,10.012115,1.2306259,0.5491459,0.6635864,1.1639667,1.7613158,1.0977294,16.683575,7.1183176,18.438547,7.22503,0.7142044,0.61757946,17.774855,0.67650074,5.658734,2.4328897,13.78491,0.94262874,-17.650507,-1.1056001,0.018573973,1.1137067,0.8039181,0.95279694,11.813948,0.23033698,13.404706,0.6295813,20.71211,0.39374644,804.4192,0.25332543,1397.3763,0.19611154,-59.341785,-1.0910324,1847.0753,0.12004782,973.2788,0.3127973,-61.178875,-0.9540417,2920.876,0.06763427,790.8361,0.34181422,-63.248844,-0.9055456,-16.972372,-0.48458135,26.136211,0.3941517,0.041430846,0.55372775,-0.014703492,-0.8561143,0.78626686,0.5310508,19.99451,0.58656365,5.4426064,2.8047218,13.140664,1.0332549,-23.00172,-0.7797713,-9.539696,18.458498,-0.00256359,0.010534906,0.5316128,6.097561,3.1446543,0.252,0.3445229,0.044,0.0149666285,-13.636621
69,16,sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a01Tb.wav,16a01Tb.wav,female,31,34.22086,0.09860437,32.973873,33.819633,34.91035,1.9364777,122.78183,124.01996,110.00236,111.377365,0.6509113,0.7731675,0.1533625,0.58129513,0.9984838,0.84512126,15.395894,15.419211,8.197157,3.3550072,0.36727896,0.9247116,8.918377,1.7224135,6.289708,1.6271073,19.17064,0.6152116,5.435257,1.9328749,0.018284261,0.7673867,1.3130319,0.70762044,8.60997,0.46473852,9.8754635,0.79831797,14.670194,0.7610599,733.76074,0.40634826,1271.3854,0.21914065,-147.4286,-0.5222686,1766.3715,0.19074813,1010.84357,0.36717454,-135.63516,-0.58399874,2823.7705,0.11648604,897.0291,0.34478876,-137.00365,-0.56503665,-15.063175,-0.7516807,25.199564,0.46356598,-0.013711488,-1.8541354,0.004661057,2.3969357,0.5439981,0.59488654,21.504307,0.5929786,7.7845473,1.3658639,26.102943,0.37591755,7.669392,1.4875981,-8.180747,17.683695,-0.035526186,0.014772424,0.2719183,4.247104,2.7559056,0.12714286,0.09924202,0.1875,0.13348688,-19.929117
70,11,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Ad.wav,11a05Ad.wav,male,26,31.87699,0.073235855,29.898575,32.050407,33.759064,3.860489,167.85411,160.54285,26.643854,24.699455,0.865681,0.8086492,0.27598792,0.72325695,1.3126826,1.0366948,18.425283,10.418811,17.211134,8.917138,0.6190302,1.0068532,14.043002,1.3737782,5.9365296,2.253418,17.533743,0.8760112,-0.36180663,-44.075954,0.026347445,1.0035759,1.4672872,0.91442186,6.95182,0.34961295,8.7171135,1.0805593,22.98348,0.2962663,629.1456,0.36172205,1281.141,0.20013891,-111.62071,-0.7726574,1684.0994,0.1663244,1055.1215,0.4290334,-112.104416,-0.7222172,2668.0432,0.10714034,930.19336,0.36807042,-112.91669,-0.70927036,-14.07741,-0.57918733,22.174604,0.3772146,0.009442053,3.6505525,-0.012443646,-1.4864514,0.8776548,0.8109724,25.768745,0.49744365,4.7441936,2.9136755,21.655437,0.7848219,-2.3414273,-7.9240417,-7.866661,17.19923,-0.022830518,0.010354771,0.38710687,5.862069,4.5614038,0.10076923,0.092108764,0.096923076,0.046803124,-17.95881
71,8,happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b09Fd.wav,08b09Fd.wav,female,34,39.353558,0.1335744,36.73449,40.035717,43.87072,7.1362305,35.890137,29.453672,49.819588,24.058388,0.899632,0.8265777,0.2102696,0.70945483,1.5329475,1.322678,23.81054,16.382004,14.288283,6.296877,0.5293733,1.0482796,18.073885,0.78241014,2.5231533,7.763694,9.748325,1.7556791,-6.1436276,-2.6812975,0.030402545,1.3762715,0.9982871,0.8888474,9.318948,0.34897786,9.965831,0.6348657,19.049004,0.6254644,700.3106,0.40287858,1383.6892,0.20599262,-75.95055,-1.1098197,1725.5264,0.15056223,1100.0116,0.32542428,-67.47214,-1.0816438,2788.0166,0.111662716,986.4738,0.3156765,-69.6167,-1.0243443,-13.917985,-0.7786089,22.683298,0.50558466,0.034652386,0.891141,-0.011665993,-1.1859142,0.61660165,0.93511724,21.45378,0.61194694,-1.6169505,-12.580152,8.123452,2.235207,-10.415871,-1.4902449,-14.240586,22.885721,-0.020595355,0.0067566056,0.30944407,4.3636365,2.5925925,0.28,0.15675275,0.07375,0.04498263,-19.399536
72,8,boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a07La.wav,08a07La.wav,female,34,32.030968,0.20656472,27.779287,32.11571,38.41492,10.635633,153.74179,159.72269,24.336771,12.499621,1.0088396,0.6200843,0.4318904,0.9373086,1.5404434,1.108553,13.773369,10.736849,12.958233,7.3466616,0.5813431,0.7691344,23.280756,0.91493857,17.9679,0.54714483,12.299438,0.953005,6.699006,1.7261101,0.027624685,2.5231383,0.7690148,1.1119355,9.526343,0.40719482,11.308787,0.8736638,30.433483,0.36319718,651.55896,0.33529073,1446.9137,0.1394674,-80.895874,-1.0170803,1731.7102,0.16062947,1107.7723,0.4217944,-84.88984,-0.8801853,2835.9092,0.100024804,1119.7477,0.45323536,-88.80003,-0.811578,-22.676369,-0.39125416,33.32621,0.2990956,-0.0027899866,-11.41152,-0.022296542,-0.48737514,0.65079767,0.68216294,32.1199,0.41855004,18.951838,0.5145355,12.019626,1.0022026,3.9499128,3.23527,-13.340966,23.518578,-0.03388464,0.004029801,0.4672971,4.38247,2.4390244,0.27166665,0.14299378,0.099999994,0.04174754,-12.40001
73,15,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a04Ac.wav,15a04Ac.wav,male,25,33.211483,0.09688986,30.522423,33.889397,35.941658,5.419235,39.879593,3.4705074,12.113004,23.374119,1.3181683,0.58997285,0.59646606,1.2737342,2.129828,1.5333619,21.097956,11.764776,24.000608,13.896133,1.1827713,1.0335832,14.599964,1.0454936,4.8104725,3.1179473,11.620027,1.8390679,3.3817837,4.2300086,0.025067706,0.76155543,1.0077199,0.7177691,6.1751842,0.67406964,10.236518,0.7700276,17.34772,0.39263222,593.2289,0.44405738,1291.7673,0.16242759,-108.53879,-0.8223795,1602.8042,0.17821468,995.3795,0.28718948,-98.94305,-0.8600999,2599.2927,0.110780835,907.27594,0.4180942,-100.95002,-0.8203839,-10.245764,-0.84674627,20.144918,0.32575956,-0.008462981,-3.514914,-0.0031598662,-3.0587273,1.2408664,1.0495325,19.951855,0.58929,5.1696515,3.02687,9.863905,2.4455502,5.062848,2.5093653,-10.193076,19.330343,-0.033249676,0.0046916204,1.2031159,7.1038256,3.3707867,0.15666667,0.10546195,0.101428576,0.094177425,-15.007337
74,16,disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b02Eb.wav,16b02Eb.wav,female,31,36.005974,0.08532295,34.05956,35.667263,39.03743,4.977871,29.932322,8.598201,20.109055,23.888103,1.2950809,0.62556934,0.6050285,1.2137207,1.9340606,1.3290321,16.970278,12.406796,20.67316,13.725635,0.6689423,0.7637348,15.448117,1.1378928,3.8997915,3.9754198,12.278591,1.3699913,-1.7614038,-8.832056,0.024365805,1.4069234,0.9067336,0.7880949,9.018984,0.3907673,12.456688,0.71407604,19.158955,0.5017426,610.2157,0.41615254,1366.6173,0.15434343,-80.439255,-1.0615777,1674.5377,0.17932744,995.61237,0.2824982,-73.123245,-1.048366,2725.0728,0.1094723,935.9346,0.45895624,-75.176636,-0.9974532,-12.6583605,-0.741509,21.066431,0.40203676,0.039243642,0.70483565,-0.0109200245,-1.4313465,0.79687697,0.6256125,22.888996,0.49772373,3.2125034,5.2207437,14.696952,1.2689946,-6.5635147,-2.1686504,-2.9175088,14.604164,-0.018664999,0.018789096,0.3642405,4.556355,2.1844661,0.32,0.21186998,0.12875,0.055099342,-15.778097
75,12,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a07Wa.wav,12a07Wa.wav,male,30,32.860626,0.14036703,29.61687,32.56119,34.775894,5.1590233,137.38701,169.21077,90.31784,82.66429,1.3790603,0.6489232,0.55195194,1.2361898,2.1576943,1.6057425,17.996016,11.944095,19.481804,10.720533,0.73439497,0.74190086,17.199512,1.0876316,0.72812957,24.650639,17.474688,1.0080297,-12.036922,-1.1285088,0.025710575,1.8817261,1.1069497,0.79120845,6.036944,0.55497116,6.2831745,1.7029725,15.942321,0.6886724,778.8458,0.33828,1164.0554,0.19297847,-77.73121,-1.1439186,1904.1346,0.15966602,756.5295,0.45302403,-76.16869,-1.0812243,2861.7053,0.093694426,809.35205,0.3511035,-74.010284,-1.1259929,-8.926226,-0.898743,16.420732,0.480836,0.052781407,0.45790163,-0.018466989,-0.8572497,0.88053966,0.5914906,22.957249,0.49485552,-2.6659193,-6.514605,19.609505,1.0189437,-16.701769,-0.7918394,-3.0949092,10.587253,0.010294801,0.001973297,0.49411875,4.310345,3.0837004,0.20857143,0.074340634,0.082499996,0.04602988,-16.308985
76,8,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Wc.wav,08a02Wc.wav,female,34,41.74422,0.11666296,38.119297,43.005493,45.62405,7.504753,43.979797,51.524292,34.23486,21.374949,0.7320573,1.1349729,0.08939702,0.48610044,1.0441645,0.9547675,16.554468,12.949683,17.123644,8.520518,0.40275553,1.4643705,6.8185782,2.2039256,-5.345873,-3.4877772,5.5639434,2.9629736,-9.678186,-2.0772295,0.02951166,1.2705956,1.1715884,0.8992608,7.189767,0.543231,7.5362206,1.4017574,9.455259,1.3924081,871.20825,0.36022806,1332.8312,0.26011965,-97.3642,-0.92603165,1789.6248,0.13593027,1034.0446,0.3005934,-88.96167,-0.9549174,2795.1118,0.09013666,917.2035,0.29188323,-89.13283,-0.95312166,-6.3244376,-1.6022427,14.998757,0.6570144,0.06189814,0.5265772,0.0052304254,2.9399285,0.58877724,1.1654241,7.062434,2.0490303,-10.501509,-1.87529,4.912,3.4006732,-16.349285,-1.2147516,-7.3507724,18.36874,0.010738216,0.021744331,0.14773107,3.783784,3.3333335,0.17166665,0.13296825,0.09142857,0.037579846,-22.313175
77,9,disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b09Ea.wav,09b09Ea.wav,female,21,35.382645,0.08772926,33.176178,35.62087,37.928467,4.752289,71.76289,68.25412,32.647022,18.091146,0.8190252,0.8281307,0.06660332,0.748034,1.4493445,1.3827412,10.441639,5.2665358,10.324947,5.290307,0.43055084,0.9681793,15.01004,1.0974239,8.842157,1.4814286,16.705166,0.77297455,-1.8259126,-8.988941,0.022910263,1.3802173,0.88535804,0.7715274,8.783947,0.44408783,12.691484,0.7104744,24.679379,0.35114008,687.5372,0.3695369,1362.1602,0.17170002,-106.2803,-0.8493289,1745.3817,0.12026963,1040.035,0.35563356,-107.22155,-0.7805866,2753.7937,0.08290892,928.60126,0.46827415,-108.04086,-0.7656623,-16.356495,-0.4791369,23.782452,0.35788128,0.041828964,0.643674,-0.021276897,-0.8556679,0.6125713,0.59529215,24.55723,0.49774396,6.2798195,2.183052,18.708014,0.80326974,-9.509985,-1.8668163,-12.955728,22.123909,-0.024932073,0.008808168,0.23343697,3.968254,2.4128687,0.2122222,0.12611967,0.16299999,0.11925183,-17.63459
78,13,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Nc.wav,13b01Nc.wav,female,32,32.114468,0.074678086,30.206459,31.399254,34.650265,4.4438057,99.63425,79.154785,22.179594,12.64481,1.0403625,0.51971257,0.6004204,1.049348,1.4858469,0.88542646,21.51485,9.277349,12.22917,5.1941,0.7903217,0.6535135,17.499163,1.1975323,18.925426,0.5248605,21.189196,0.7675176,0.5900624,21.799673,0.01630134,0.90966064,1.2207578,1.1003231,8.85168,0.28088424,10.054736,0.8368512,28.969576,0.24130988,582.0272,0.31788537,1368.813,0.14488323,-92.53949,-0.89327765,1722.3239,0.12875606,1138.3024,0.36262923,-101.84217,-0.71161586,2705.9172,0.08175084,950.9276,0.3191287,-101.97606,-0.7086643,-20.451992,-0.48243555,27.142738,0.37060758,-0.00197158,-11.010789,-0.019063652,-0.6907561,0.88526875,0.6200374,26.879944,0.50372875,19.83749,0.5119719,24.995197,0.5844613,-0.9027484,-13.62592,-10.477215,18.823252,-0.032166917,0.0026909783,0.70591444,5.7851243,5.4852324,0.09923077,0.05863335,0.07090909,0.047759727,-14.125555
79,14,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02Ab.wav,14a02Ab.wav,female,35,37.62836,0.053421553,35.34713,37.827503,39.227222,3.8800926,58.750774,64.496994,33.369156,11.305946,1.0363929,0.7100308,0.40934414,0.91497487,1.6036274,1.1942832,16.398014,8.394995,22.123987,13.740454,0.60135615,0.95317006,15.285929,0.97239625,4.9513183,2.872938,10.2077265,1.6213133,-6.1559353,-2.7503135,0.022406407,0.7773915,1.1981292,0.8351284,8.348797,0.37349415,15.309854,0.5700866,20.649845,0.40975836,701.7707,0.3829456,1329.0149,0.2122208,-83.00995,-0.97120696,1739.6525,0.13265975,1023.5214,0.26302013,-72.9521,-0.97429603,2744.5493,0.09907269,1027.0927,0.53796315,-74.74148,-0.93658185,-12.024589,-0.8390517,21.809864,0.44603443,0.04122408,0.7564035,-0.007880903,-1.7944515,0.70436454,0.8163374,17.55025,0.7537851,2.6110187,5.6038847,12.419817,1.3162247,-11.347628,-1.4997098,-9.425758,21.866657,-0.0030792495,0.005052841,0.4195621,5.185185,5.426357,0.12285714,0.06922309,0.054,0.03382307,-18.034538
80,14,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Ac.wav,14b09Ac.wav,female,35,38.551476,0.04550502,37.415073,38.825546,39.88165,2.4665756,24.5952,21.495213,35.001637,21.156431,1.1830565,0.5363471,0.60848355,1.095754,1.7418394,1.1333559,15.452564,7.7481594,18.567858,8.729033,0.7140218,0.7241484,16.018728,0.92328006,4.2567177,2.4633486,12.313906,1.2574091,-10.601006,-1.3628128,0.015146889,0.83918303,0.9111726,0.7416142,10.490023,0.29253197,19.057447,0.44422358,23.063814,0.31258136,729.2898,0.32660657,1389.702,0.18751034,-79.1289,-1.0305996,1813.3738,0.13460031,1078.0422,0.29016688,-74.08787,-0.9653737,2825.7754,0.086820796,1045.7561,0.3951066,-74.78411,-0.9486812,-16.444963,-0.4946457,25.266573,0.34041792,0.039020702,0.65402013,-0.017096473,-0.8279152,0.78325295,0.6407743,21.39891,0.49628004,4.651511,2.2275908,14.78899,1.0317649,-15.423121,-0.8184109,-4.328728,12.819238,-0.0047405898,0.0035464296,0.58692455,5.2863436,3.1674209,0.22142856,0.09672178,0.07428571,0.03958973,-15.228365
81,14,sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b02Tc.wav,14b02Tc.wav,female,35,24.704073,0.18740761,18.701218,27.89676,28.526697,9.8254795,230.79799,146.48077,102.38213,91.4887,0.6318295,0.84734005,0.092142,0.53645843,1.1600667,1.0679247,13.039396,11.54205,13.634978,9.974085,0.512496,0.97100824,14.315909,0.8210555,14.01588,0.63135964,13.364851,1.0936338,7.985647,1.3740807,0.05870355,1.6487452,0.99116826,0.8308893,5.512743,0.39956015,7.2852798,0.7133032,24.36825,0.46538788,798.63403,0.36083776,1253.8623,0.21195513,-167.4074,-0.4001604,1789.739,0.15725636,1216.7732,0.37647104,-167.76794,-0.38437927,2859.599,0.100402504,887.75684,0.35859156,-168.44002,-0.37520084,-17.637615,-0.3600065,28.299662,0.19683899,-0.03925163,-0.49054983,-0.003862359,-3.5180922,0.8547011,0.4939858,25.48858,0.25678992,14.208513,0.627535,19.902706,0.67127985,9.470618,1.2830435,-19.129099,30.075037,-0.047591567,0.005192983,0.4361747,4.032258,1.9512194,0.0875,0.05889609,0.37307692,0.4758213,-18.692421
82,13,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b03Wc.wav,13b03Wc.wav,female,32,43.317642,0.07991735,41.387115,42.645752,45.498985,4.11187,89.85016,50.150177,68.66581,89.51332,0.94940066,0.78984374,0.3150908,0.6780324,1.5680504,1.2529596,16.965528,9.667171,18.736504,10.2374,0.58636194,1.1144959,11.722285,0.9874904,-11.34953,-1.8306868,-10.227725,-1.841573,-9.781735,-1.4731429,0.029661361,1.4722655,0.95900387,0.78441066,8.652064,0.47060195,5.7678475,1.6718616,16.896791,0.5146825,871.56274,0.2723453,1376.5372,0.265322,-73.71738,-1.1858808,1825.3728,0.13890666,1119.7772,0.23666011,-67.54954,-1.158972,2894.6528,0.10365551,956.41595,0.41155314,-72.19437,-1.0425146,-7.026245,-1.5537213,20.136019,0.46684927,0.06252553,0.36851284,-0.0010682351,-16.442024,0.72737616,0.9592737,14.230713,0.7223841,-15.7983055,-1.3511853,-14.57981,-1.2947037,-13.732355,-0.9848985,-3.6557124,15.444421,0.022378229,0.012581144,0.25311792,5.0,3.3802817,0.2025,0.13273564,0.09222222,0.07145749,-18.8096
83,11,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b01Nc.wav,11b01Nc.wav,male,26,25.476427,0.095147155,23.586918,25.7818,27.570335,3.9834175,213.22354,197.53656,28.28319,12.92527,0.9616122,0.59795356,0.45857084,0.8944767,1.4309564,0.9723855,19.843754,9.086099,18.3454,8.678139,0.8123869,0.64027226,22.338455,0.96739626,11.69945,1.1860056,25.766472,0.53201616,4.061449,3.2569704,0.027446022,0.8589041,1.644359,0.7798124,5.105272,0.4034176,4.3338456,1.5834616,31.258022,0.3419556,562.0036,0.32552293,1339.3787,0.18062156,-88.844696,-0.9393137,1659.5023,0.1201095,1034.8707,0.26734343,-98.39631,-0.7643279,2701.0298,0.08763535,1049.951,0.31218326,-99.774704,-0.74408215,-19.632545,-0.45910004,27.705807,0.37388682,-0.009739713,-2.5536733,-0.01579273,-0.74944335,0.97095335,0.5415937,32.013763,0.3924874,12.049578,1.0068858,29.876648,0.45048818,3.7271314,3.1371691,-10.002961,18.848093,-0.030476412,0.0053055026,0.63368386,7.239819,5.5813956,0.0975,0.055094615,0.072,0.040199503,-15.596858
84,14,disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b03Ed.wav,14b03Ed.wav,female,35,36.726257,0.05516064,34.994465,37.084267,37.99301,2.9985466,36.381126,11.694289,30.62275,25.31476,1.0289762,0.6409882,0.4692558,0.94173646,1.5683736,1.0991178,18.693316,12.655943,15.659943,7.533446,0.48837623,0.8127541,16.416786,0.9441977,4.141311,3.702094,2.2108347,5.7072077,-4.8426485,-2.7830412,0.021647196,1.1184307,1.003094,0.81100506,8.5957,0.48099935,12.660972,0.7660629,22.700846,0.43728134,651.8704,0.36514297,1411.4515,0.21111642,-94.07672,-0.9485365,1657.0167,0.16022326,1077.5374,0.22693264,-84.12221,-0.9855404,2791.621,0.08990089,863.37946,0.37300414,-88.992645,-0.890501,-12.353618,-0.761817,23.851707,0.3709666,0.041079357,0.62629247,-0.0033896517,-4.977987,0.5985427,0.62047523,22.801859,0.48753133,2.8292205,5.3926954,2.7263927,4.9232807,-8.437729,-1.4619509,-6.8513303,18.872843,-0.0101987105,0.008366745,0.30451435,4.7619047,2.4048097,0.25833333,0.125687,0.12615384,0.15329902,-18.368013
