Unnamed: 0,SpeakerID,Emotion,Path,Filename,Sex,Age,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,path,emotion_label
140,12,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Wa.wav,12b02Wa.wav,male,30,33.629635,0.13574879,30.50196,35.07849,37.205338,6.703377,52.65816,37.007084,35.125813,19.594227,1.033561,0.7970442,0.37830752,0.7925184,1.674321,1.2960136,17.852276,11.090426,19.184872,10.332029,0.592671,0.9796471,14.844216,1.011069,-0.92067957,-20.719759,6.875747,2.9371288,-16.906229,-1.0396886,0.02233951,1.2347507,1.3615063,0.8723444,5.386971,0.5852328,6.4438605,1.5741402,14.831958,0.51612246,704.27875,0.39857456,1193.5068,0.15024187,-84.591125,-1.1072814,1803.7833,0.17557554,854.123,0.38093802,-81.216125,-1.067751,2779.0437,0.09901035,855.29816,0.42020088,-79.92295,-1.0918593,-7.3422575,-1.137371,16.079876,0.4650923,0.057904985,0.5401938,-0.014402747,-1.397057,0.76062256,0.821949,18.958643,0.5307495,-4.5112534,-4.3759437,8.539453,2.7489862,-20.238972,-0.9409232,-3.7272048,13.750172,0.014914748,0.003393247,0.32995036,4.693141,2.2058823,0.28,0.18708286,0.13,0.07653197,-18.22593,/content/emodb_wav//12b02Wa.wav,0
141,16,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01Wb.wav,16b01Wb.wav,female,31,42.553825,0.13898763,40.106216,41.686108,45.510654,5.404438,218.9272,114.253876,136.99808,133.21588,1.1383963,0.7985233,0.27637884,0.9029269,2.0161588,1.73978,25.328493,14.250376,22.65699,11.898276,0.54651433,0.8878383,-2.2282562,-7.2474346,-8.969983,-2.0519786,18.242216,0.79136884,-25.559893,-0.79276615,0.0350236,1.5609276,1.293468,0.6740992,4.5453515,1.0026605,7.273083,1.4382471,1.1610764,11.215579,932.8777,0.34231952,1050.5526,0.37406132,-74.13581,-1.0971721,1915.7106,0.13537812,1076.5153,0.36625117,-61.727955,-1.2572653,2821.4722,0.06981033,1006.9176,0.31512314,-58.516205,-1.3490851,0.2348389,37.85784,5.6248207,1.5231339,0.054945968,0.6295626,-0.0057284795,-2.698307,0.6743833,0.7102315,-1.0564559,-12.46881,-13.515127,-1.3702183,19.466045,0.76485157,-32.65147,-0.55575675,0.48836976,6.7890058,0.02272709,0.011427606,0.23740429,4.528302,3.846154,0.181,0.12348683,0.062222224,0.023465235,-20.712635,/content/emodb_wav//16b01Wb.wav,0
142,3,happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a07Fb.wav,03a07Fb.wav,male,31,38.207825,0.100254975,35.19722,38.47534,41.265106,6.0678864,64.43514,22.498194,2.8844726,15.9084015,1.1304564,0.6507415,0.4515416,0.99065924,1.7819252,1.3303835,15.706506,9.847402,18.296171,11.0246,0.53516525,0.8403923,9.990345,1.7374997,6.0031214,2.2278829,8.213541,1.9712367,-4.5357046,-3.0229225,0.023895575,1.1337129,0.90965635,0.93994725,9.605303,0.33871478,9.037314,1.0264373,14.076735,0.7418959,760.1265,0.3914486,1234.8694,0.20978168,-79.10535,-1.0159242,1819.208,0.16516021,941.3436,0.3228707,-71.30475,-1.018009,2847.4155,0.11284605,924.5814,0.30243644,-71.461975,-1.0141262,-12.613578,-0.68466616,20.398598,0.48663637,0.040627185,0.67120486,-0.007266794,-1.9871802,0.58082825,0.73213804,14.761931,0.9109161,5.2546835,2.2623692,8.130334,2.1573634,-8.453554,-1.4305639,-3.1989863,13.029229,0.0041255313,0.00954926,0.46096906,4.1152267,2.9535866,0.24,0.096065454,0.078571424,0.02747912,-17.861013,/content/emodb_wav//03a07Fb.wav,3
144,14,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Aa.wav,14a07Aa.wav,female,35,37.588,0.026594553,36.896667,37.618217,38.483498,1.5868301,48.77299,33.576298,21.403296,15.086513,0.84119874,0.7914805,0.059115637,0.84353817,1.3085914,1.2494757,14.094393,9.289226,23.075253,15.527063,0.47137788,1.0499911,11.202587,1.5287805,8.664108,1.42145,9.8686,1.316127,-1.7484133,-6.442801,0.015008233,0.8175922,0.90065706,0.81611985,10.639931,0.30793434,18.77084,0.35943508,20.214722,0.35160682,873.6194,0.28945288,1372.096,0.20349419,-113.98811,-0.7371713,1897.6221,0.14495175,1110.848,0.3252824,-109.21782,-0.73836046,2915.217,0.084799334,1020.2125,0.28018415,-109.94248,-0.72829264,-18.266537,-0.4531895,27.202059,0.32796565,0.020540297,1.1648245,-0.009080806,-1.2166035,0.5863441,0.7280605,17.96878,0.70002764,12.546671,0.87797153,17.063957,0.6324891,-4.0123143,-2.9867177,-7.137104,18.654219,-0.015247428,0.012278544,0.37612665,3.4313726,2.5125628,0.206,0.110923395,0.172,0.19579582,-16.850136,/content/emodb_wav//14a07Aa.wav,2
145,16,disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a02Ea.wav,16a02Ea.wav,female,31,38.45823,0.09704017,35.22732,39.12014,41.94843,6.7211075,77.17417,67.3551,68.659615,74.75515,0.94509894,0.8465367,0.16608083,0.7960596,1.7702286,1.6041478,10.725681,4.617718,16.781336,9.520837,0.479233,1.1622449,8.35729,1.9784832,-2.728954,-5.3760853,7.1873813,2.4132078,-0.9361558,-11.459891,0.03713522,1.2674613,0.9929003,0.98357666,8.13797,0.51763725,10.148132,1.2070019,13.020808,0.7759012,725.1694,0.41801542,1318.5857,0.2235309,-101.41505,-0.9049051,1741.7368,0.15525188,1002.57855,0.31917644,-88.42139,-0.97847444,2734.669,0.11545523,1038.701,0.43538243,-89.62492,-0.9554047,-8.996338,-1.0669917,17.153076,0.52610356,0.05784139,0.380842,-0.0026636613,-6.036465,0.6814024,0.87987524,15.787748,0.7498137,-5.663961,-2.874133,7.2963686,2.7738717,-3.5503476,-3.361663,-1.0887096,11.339545,-0.002698018,0.0222284,0.18363932,3.0716724,2.0833335,0.28333333,0.13948317,0.14999999,0.102817446,-19.135633,/content/emodb_wav//16a02Ea.wav,1
151,9,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a05Nb.wav,09a05Nb.wav,female,21,34.05977,0.21405399,30.322609,32.298862,34.746002,4.4233932,300.80774,396.76312,6.0237007,9.747974,0.6919528,0.75746346,0.32021037,0.6048617,0.97720957,0.65699923,14.90826,11.116088,12.367945,6.805528,0.41473928,0.84230185,21.94868,1.0082847,12.434265,1.2431669,21.696516,0.60775566,-5.7199917,-3.0819492,0.022768922,1.0580926,1.0811821,1.0877888,8.696045,0.35959953,7.0491724,1.5175856,30.544228,0.48485383,689.44476,0.2917416,1323.3206,0.20743982,-103.57485,-0.8200709,1766.4363,0.13025966,1194.7596,0.4436379,-108.454216,-0.71436733,2861.568,0.090992965,926.41833,0.36299482,-107.54814,-0.7174753,-20.367819,-0.6810375,29.965206,0.50439435,0.012648645,1.9232206,-0.01914223,-0.92044544,0.48052987,0.7650726,32.586334,0.54149514,13.387094,1.326878,26.020576,0.45854178,-13.1466875,-1.2714161,-12.328287,22.31704,-0.028353317,0.003950749,0.35129392,5.555556,3.654485,0.14454545,0.20504385,0.117,0.054415073,-20.244164,/content/emodb_wav//09a05Nb.wav,4
152,8,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a01Wc.wav,08a01Wc.wav,female,34,45.78636,0.06668764,42.44641,46.65323,48.19911,5.752697,51.67331,77.957405,45.161682,13.532799,1.4909163,0.9000463,0.3211896,0.9749478,2.8999872,2.5787976,23.145327,9.617552,31.757706,12.1075,0.9281184,1.1358583,0.3042794,40.858788,-16.937647,-1.2034423,-2.7498507,-5.210491,-17.685474,-1.0329764,0.025918843,1.1377226,1.0507253,0.64115375,6.2252655,0.6343723,3.7856972,2.232857,7.0958085,1.0519073,971.16486,0.1885422,1285.2592,0.3381932,-70.19635,-1.2423824,1906.2792,0.10608435,1154.2112,0.2921335,-62.79549,-1.3212457,2814.0916,0.053398486,1034.6083,0.39116344,-64.29772,-1.275149,-0.69061947,-13.36163,11.189114,0.767719,0.07604017,0.4666779,0.0045764167,4.300997,1.2339475,0.89755565,-0.3485006,-29.360725,-22.10403,-0.89833575,-7.2901897,-1.8539623,-25.872513,-0.5400615,-2.232028,12.124552,0.016644487,0.020418614,0.24498163,4.166667,2.4539878,0.2825,0.010897247,0.081999995,0.04069398,-16.26346,/content/emodb_wav//08a01Wc.wav,0
153,8,sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a07Tb.wav,08a07Tb.wav,female,34,29.489792,0.14681609,26.776453,30.170334,33.158207,6.381754,161.41551,106.21217,99.21871,83.291115,0.71764785,0.9725585,0.1331742,0.39293262,1.2809259,1.1477517,22.890446,14.232488,13.85551,8.833915,0.7044612,0.84080637,15.604626,1.1229275,17.35389,0.54941875,15.097604,0.73831874,11.608499,0.7804676,0.06017617,2.2287648,0.88969594,1.0530182,8.253866,0.39998502,12.097593,0.59074545,31.163353,0.3008552,695.0671,0.3724193,1435.8452,0.16161378,-153.5521,-0.48813385,1765.4105,0.1746272,1089.9812,0.21702331,-154.81303,-0.45559204,2901.4204,0.11241319,1003.1982,0.4432368,-156.13919,-0.43779027,-25.415924,-0.33381853,35.381466,0.2749929,-0.037087023,-0.76900357,-0.016199846,-0.7229325,1.0782653,0.5342859,32.009216,0.2598657,24.31659,0.3838847,19.633574,0.7781802,13.649952,0.7154652,-20.8166,32.113586,-0.061575424,0.004444585,0.56842613,3.491272,1.7676768,0.15142857,0.082015425,0.34375,0.5152168,-15.025201,/content/emodb_wav//08a07Tb.wav,5
154,12,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a01Nb.wav,12a01Nb.wav,male,30,27.633753,0.10999494,24.785196,28.274734,30.643663,5.858467,81.26772,64.092545,1.4117126,26.013662,0.919843,0.73917043,0.2294695,0.85715204,1.4209193,1.1914498,16.751657,7.22009,16.037085,8.419769,0.44992122,0.87925345,20.598057,0.8504047,-0.8441929,-15.605148,17.308872,0.88256764,-1.6502807,-5.2516437,0.035720646,1.0785757,1.3847762,0.905285,4.418771,0.7828701,5.802292,0.9977735,17.425465,0.42971444,509.48923,0.45407307,1232.5562,0.13597445,-102.42515,-0.9098008,1569.7072,0.1998179,829.37994,0.25951147,-105.60119,-0.8368386,2604.9595,0.10060271,801.3467,0.2879276,-106.492096,-0.8201649,-9.631276,-0.5368464,18.367886,0.36299303,0.026223974,0.64559716,-0.009891293,-0.78733593,0.6649799,0.63693166,29.541897,0.2729802,-5.1502757,-2.3030715,19.645489,0.88220525,-3.2211146,-2.2433665,-6.4687533,14.270401,-0.007007041,0.0019046351,0.25258565,6.432749,3.0120482,0.16,0.101192884,0.125,0.07973915,-20.200798,/content/emodb_wav//12a01Nb.wav,4
157,9,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a01Wb.wav,09a01Wb.wav,female,21,39.74355,0.10584549,36.641747,39.99156,42.21598,5.574234,324.4697,217.90048,38.074604,16.423248,0.89885783,1.047583,0.11446181,0.594099,1.5079387,1.393477,15.498425,9.647614,18.051807,10.842361,0.52942455,1.3411859,9.685848,1.7512103,-15.567637,-1.435131,9.300697,1.304667,-13.612087,-1.482072,0.03911884,1.3698694,1.56737,0.61788666,4.590346,0.92628324,5.259927,2.040915,8.434806,1.0889384,772.64594,0.35005987,1235.8011,0.16666326,-95.41806,-0.9096588,1771.9464,0.13471732,1210.3948,0.33915296,-79.46793,-1.075902,2721.7854,0.10444065,1018.30817,0.34057996,-81.42989,-1.0269887,-1.6434388,-6.9721055,13.715845,0.5439424,0.05642576,0.49712518,0.0059103393,3.1998608,0.75274944,1.0885508,13.460086,0.98243046,-23.985815,-0.93760234,8.936169,1.3289888,-21.487408,-0.85043687,-1.3637332,13.489943,0.021916235,0.01976242,0.19340412,4.142012,4.878049,0.11875,0.069180466,0.07142857,0.02695423,-21.229073,/content/emodb_wav//09a01Wb.wav,0
159,16,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Nb.wav,16a07Nb.wav,female,31,34.238216,0.090634674,30.452526,34.057644,37.66471,7.212185,38.214928,15.159996,17.2481,2.3208382,1.4859041,0.5858787,0.70559573,1.4285084,2.3152027,1.609607,26.083702,12.9497,20.882885,14.250569,0.8452524,0.72529477,12.247773,1.5747609,10.140129,1.2621028,20.487333,0.6220213,-2.8261235,-6.4344134,0.018277016,1.242144,1.0117937,0.92439103,9.357363,0.3341978,11.163678,0.69737995,19.357422,0.34874767,579.3905,0.42610145,1306.9993,0.16465783,-85.763466,-0.9718496,1624.902,0.1597479,970.76025,0.27523515,-79.826866,-0.94315827,2690.4812,0.07628315,776.1002,0.26463428,-80.12826,-0.93459517,-14.598657,-0.65085787,21.685495,0.4625752,0.02572714,1.0627013,-0.013972172,-0.8537984,0.9668262,0.5800082,20.338633,0.6367657,10.0082445,1.3577087,23.87608,0.49927756,-7.6667295,-2.5089285,-1.0556512,9.275977,-0.010910543,0.010535044,0.6455115,4.0201006,3.0927837,0.21499999,0.1076646,0.085,0.035472993,-12.308788,/content/emodb_wav//16a07Nb.wav,4
161,12,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b09Ac.wav,12b09Ac.wav,male,30,27.182222,0.07610909,25.2454,27.541788,28.867428,3.6220284,153.83249,257.55112,32.476234,16.3654,0.683355,0.8055359,0.17407894,0.5927659,1.0388647,0.8647858,17.3766,8.176594,13.660178,7.1049647,0.43000445,0.8824683,19.664978,0.7813694,9.013926,1.188104,17.979975,0.94937027,-2.767415,-3.924025,0.029321292,0.6990134,1.956134,0.6029009,4.5372934,0.5700245,3.0796309,1.229947,20.871973,0.42751932,582.02124,0.34373635,1345.2072,0.16882773,-105.00801,-0.8526379,1663.0175,0.16471614,966.7004,0.37056354,-111.035446,-0.7433414,2713.026,0.08727182,897.90234,0.27396125,-110.22639,-0.75442135,-14.846337,-0.54057074,22.428377,0.38918525,-0.007445088,-3.2741032,-0.018269649,-0.92534477,0.60745984,0.6924233,27.305374,0.31820062,8.597871,1.4418486,22.21171,0.8607344,-3.6024034,-3.305462,-15.155591,24.934126,-0.022237446,0.0015321109,0.28207523,5.6910567,3.73444,0.12666667,0.055976186,0.11888889,0.04817663,-21.834263,/content/emodb_wav//12b09Ac.wav,2
164,14,disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b01Eb.wav,14b01Eb.wav,female,35,33.845947,0.080994695,32.074223,34.604183,35.65915,3.5849266,45.642338,15.724225,332.02582,617.0121,0.9118242,0.67739403,0.28363383,0.90669894,1.3714194,1.0877856,14.128986,7.8488708,12.346116,6.5539727,0.49604428,0.7738169,16.853638,1.1375207,10.473994,1.1854517,16.36542,0.89051384,1.9303762,5.8793488,0.022000263,0.849256,0.8865615,0.73539937,8.132798,0.40218595,10.613493,0.8790802,23.1066,0.35494086,563.1694,0.41083628,1427.8381,0.16289373,-114.123276,-0.7837377,1609.353,0.124827504,1067.0714,0.31153005,-112.09522,-0.7497025,2696.0354,0.06498122,867.0643,0.29520193,-113.8197,-0.722356,-14.400452,-0.6430432,23.589638,0.37376055,0.029847343,0.9087568,-0.010433646,-0.8771416,0.66090816,0.5542414,24.747795,0.4861859,6.829089,1.9827541,16.03285,0.79834515,-2.937851,-3.5220358,-11.472451,20.895973,-0.025098909,0.00945435,0.34491107,5.1829267,3.0959752,0.152,0.12671225,0.14899999,0.11768178,-18.347185,/content/emodb_wav//14b01Eb.wav,1
165,3,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a01Nc.wav,03a01Nc.wav,male,31,25.022938,0.14854042,20.637066,25.118477,28.660353,8.023287,54.014923,38.583805,27.07468,0.5930548,0.82634604,0.8867121,0.1363303,0.7300365,1.3373381,1.2010078,17.076231,8.859367,17.241621,11.386761,0.5698877,0.98645574,23.289206,0.79897755,2.4493396,5.3453245,14.320968,0.95211387,1.2652531,7.879263,0.021001428,0.5948117,1.809721,1.0233978,4.1069107,0.733261,4.5189466,1.0034682,26.911007,0.3727236,494.60236,0.34129465,1328.7614,0.21784492,-119.94494,-0.74657446,1542.3706,0.15539823,952.32635,0.31113958,-121.74228,-0.6931445,2612.093,0.096303314,882.7315,0.23880751,-125.8482,-0.6355576,-14.881987,-0.42116898,24.631252,0.23250602,0.01116188,1.620742,-0.018033754,-0.646653,0.7683008,0.53542334,35.604652,0.23287873,1.0474069,12.171297,20.07848,0.7336659,0.66714144,15.549351,-10.316612,21.662098,-0.02005756,0.007848732,0.4507474,6.2500005,3.8709679,0.10166667,0.05520165,0.11571428,0.049815986,-18.01002,/content/emodb_wav//03a01Nc.wav,4
166,15,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a05Wa.wav,15a05Wa.wav,male,25,38.546356,0.13846298,34.88372,37.916893,40.846832,5.963112,92.015564,59.961407,64.66524,82.57583,1.019783,0.7721504,0.2961147,0.81209266,1.7125945,1.4164798,18.130802,9.2972765,25.373606,9.6894,0.5689029,0.9767514,5.21391,3.3607688,-2.256775,-7.0405703,4.8570476,3.8354316,-8.080445,-2.3142712,0.042419046,1.4620249,1.3682476,0.61748326,4.492098,0.8999442,7.448316,1.4500834,9.807899,1.1198969,840.8742,0.37912136,1079.9978,0.278872,-84.55211,-1.0639414,1877.2753,0.18492639,994.5921,0.38075483,-71.63199,-1.1850355,2837.6309,0.117602855,926.49445,0.47270614,-72.78421,-1.1367723,-3.9129708,-2.1612675,12.762967,0.74864024,0.05788413,0.4995966,-0.0035571866,-4.8819833,0.731505,0.7917826,7.448027,1.9152418,-7.148466,-2.1234744,0.84024996,23.850637,-13.771918,-1.4436487,-3.480639,13.194415,0.0060909656,0.01665613,0.26292935,5.844156,3.630363,0.17545454,0.21094434,0.07818182,0.04950999,-20.408382,/content/emodb_wav//15a05Wa.wav,0
167,15,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b10Nc.wav,15b10Nc.wav,male,25,21.095991,0.15228115,17.33713,22.383781,24.027122,6.689993,24.30066,28.009544,31.421167,15.008487,0.92375946,0.7141665,0.33773667,0.81601626,1.3740039,1.0362673,18.403545,9.105062,21.814054,15.271256,0.5638831,0.80848426,20.64931,0.59186345,9.78768,1.2474458,31.819778,0.47427893,5.852349,2.1093473,0.026558097,1.0494306,1.0843699,0.7169274,4.308023,0.44006374,0.4499106,29.222754,20.266598,0.756005,595.5209,0.37736204,1293.9489,0.12588097,-79.82137,-1.0516422,1670.5876,0.14345059,938.25757,0.339542,-86.797646,-0.9019667,2631.7795,0.10560378,839.7304,0.259967,-86.623764,-0.9040822,-16.876991,-0.37452933,23.111174,0.271203,-0.030004617,-0.9513043,-0.0067819073,-1.8484852,0.5890764,0.6335071,26.098316,0.28749004,9.641759,1.3134071,37.366318,0.34174174,7.0785146,1.8932341,-13.430288,22.125912,-0.029468412,0.007152094,0.56760377,4.56621,2.3364487,0.272,0.24774179,0.111666664,0.049469404,-17.78697,/content/emodb_wav//15b10Nc.wav,4
168,15,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b03Aa.wav,15b03Aa.wav,male,25,26.533894,0.055016696,25.35017,26.468798,27.620544,2.2703743,78.164345,107.067856,30.688677,15.775383,1.2821581,0.34975526,0.94029826,1.265633,1.6756468,0.7353485,17.566278,8.4501505,14.369531,6.8069677,0.8125101,0.43377396,10.452295,1.5401007,13.402616,0.93674636,15.836724,1.0409172,6.181972,2.1502507,0.028453266,0.6678276,1.3866,0.7651968,6.1000953,0.34233934,9.608333,0.53315467,25.209507,0.32342356,727.8177,0.30987558,1296.0758,0.20265985,-111.35659,-0.749545,1795.0839,0.1621451,933.3371,0.20337811,-115.79504,-0.6763172,2861.09,0.106042065,914.27405,0.2932466,-116.32219,-0.66812813,-16.59091,-0.5020018,24.652935,0.3585804,-0.029094242,-0.75853354,-0.0048889588,-2.8081717,0.87276864,0.44768864,20.702723,0.52343255,17.160099,0.59469587,24.38297,0.5031304,8.462168,1.5066255,-3.8104684,11.704806,-0.038153585,0.009035546,0.76805097,7.2796936,4.296875,0.10636364,0.0619784,0.09666667,0.061824124,-15.574193,/content/emodb_wav//15b03Aa.wav,2
169,16,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a02Wb.wav,16a02Wb.wav,female,31,43.69094,0.14287141,37.450733,45.19237,48.020363,10.56963,106.49207,145.17914,84.529335,39.410133,0.8315233,0.9863911,0.08180655,0.5448773,1.4547014,1.3728949,18.717627,13.838419,22.030394,9.55034,0.38716197,1.3373402,0.121949375,109.96382,-14.888136,-1.6174611,9.816214,1.8460574,-28.749311,-0.8445326,0.0287102,1.0970076,1.3965296,0.77336377,5.1744657,0.6876734,4.3196926,2.3072107,2.7786055,4.602853,939.284,0.34777102,1153.9725,0.33819667,-62.821423,-1.3795125,1865.3481,0.15906824,1057.4658,0.2302725,-57.02222,-1.3652613,2808.428,0.07349347,959.1116,0.26659182,-54.595387,-1.4480599,0.60271627,13.278808,7.1230583,1.0694644,0.079325974,0.35648513,0.006938084,2.5583057,0.47595203,1.172312,-1.645339,-8.416249,-22.955816,-0.96382385,9.267543,2.1091702,-38.636856,-0.45448104,-4.9983926,14.009797,0.029184714,0.014896424,0.1761161,3.9772727,2.9411767,0.24599999,0.17165081,0.06,0.027688745,-23.040955,/content/emodb_wav//16a02Wb.wav,0
172,16,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05Ab.wav,16a05Ab.wav,female,31,42.613575,0.07557849,40.61205,42.230988,44.38089,3.7688408,89.61476,128.47307,63.735317,47.64262,1.3131094,0.6932534,0.4485569,1.2066439,2.0151043,1.5665474,25.17084,14.876575,25.852959,11.33839,0.7253766,0.8427693,2.7702749,5.9378085,-6.88994,-2.3471255,8.282258,1.9213566,-21.094294,-0.954757,0.020423625,0.99728835,1.0978473,0.7644243,8.126218,0.49535444,10.388608,0.8872012,8.967889,1.1299008,806.1364,0.37097603,1286.9795,0.32249358,-102.007515,-0.83519375,1793.2213,0.17308185,1127.8304,0.3802337,-82.841934,-0.9855019,2772.5813,0.09864541,1002.7935,0.37450898,-82.343414,-0.99031264,-4.461995,-2.002671,12.01873,0.84223545,0.050642908,0.48528224,-0.0026200102,-5.4374256,0.86480355,0.7089292,6.101329,2.209717,-12.5535,-1.2458265,8.7253475,1.9997733,-29.749731,-0.6007777,-2.3337793,12.688972,0.010113598,0.0084663145,0.51595044,6.228374,3.8732395,0.15636364,0.15610443,0.07416666,0.035697415,-17.925325,/content/emodb_wav//16a05Ab.wav,2
175,3,happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a04Fd.wav,03a04Fd.wav,male,31,33.90201,0.14786804,27.758804,35.827007,37.241196,9.482391,114.31575,85.75808,42.61723,44.621044,0.80818903,1.0743651,0.15410566,0.41267663,1.50691,1.3528043,20.195282,14.923435,20.271952,12.102972,0.57832766,1.435345,15.053026,1.1007502,0.20800132,80.519264,6.7756357,2.8707838,-2.8726265,-5.0323095,0.024712704,0.9791918,1.6947541,0.6647904,5.479388,0.7103902,8.95817,1.0307015,21.474596,0.4959268,651.2199,0.37400794,1267.549,0.15797174,-111.493195,-0.7626386,1704.2705,0.16579662,976.92224,0.22401433,-99.19574,-0.8505056,2777.426,0.12337173,1019.77655,0.35015106,-102.796524,-0.78517437,-9.941733,-1.0738881,21.416958,0.5097343,0.038602453,0.8051813,-0.0066396003,-1.830736,0.9152356,1.07896,23.567314,0.524384,-4.465512,-4.1825337,4.625829,4.900723,-10.934714,-1.2405249,-7.0497684,16.344158,-0.0053477436,0.011249428,0.20562148,3.5714288,4.9079757,0.1025,0.06923691,0.07111111,0.027666442,-18.382814,/content/emodb_wav//03a04Fd.wav,3
